,Cell_type,Time,Spot,Spot_loc,Growth
Pbr16_9_1197,Pbr16,1197.0,Pbr16_9,372_461_8,8657.0
Pbr16_10_1197,Pbr16,1197.0,Pbr16_10,442_350_15,34678.0
Pbr16_11_1197,Pbr16,1197.0,Pbr16_11,446_197_15,34851.0
Pbr16_12_1197,Pbr16,1197.0,Pbr16_12,470_456_14,34356.0
Pbr16_13_1197,Pbr16,1197.0,Pbr16_13,470_609_8,11870.0
Pbr16_14_1197,Pbr16,1197.0,Pbr16_14,488_1060_8,10338.0
Pbr16_15_1197,Pbr16,1197.0,Pbr16_15,552_67_7,9208.0
Pbr16_16_1197,Pbr16,1197.0,Pbr16_16,581_27_7,9494.0
Pbr16_17_1197,Pbr16,1197.0,Pbr16_17,592_36_6,8214.0
Pbr16_18_1197,Pbr16,1197.0,Pbr16_18,616_916_15,35907.0
Pbr16_19_1197,Pbr16,1197.0,Pbr16_19,607_23_7,10210.0
Pbr16_20_1197,Pbr16,1197.0,Pbr16_20,666_263_15,34810.0
Pbr16_21_1197,Pbr16,1197.0,Pbr16_21,747_615_15,35388.0
Pbr16_22_1197,Pbr16,1197.0,Pbr16_22,763_285_8,10234.0
Pbr16_23_1197,Pbr16,1197.0,Pbr16_23,774_681_15,36813.0
Pbr16_24_1197,Pbr16,1197.0,Pbr16_24,775_527_15,37825.0
Pbr16_25_1197,Pbr16,1197.0,Pbr16_25,808_309_16,42631.0
Pbr16_26_1197,Pbr16,1197.0,Pbr16_26,834_393_5,7037.0
Pbr16_27_1197,Pbr16,1197.0,Pbr16_27,951_895_15,37384.0
Pbr16_28_1197,Pbr16,1197.0,Pbr16_28,965_675_16,45417.0
Pbr16_29_1197,Pbr16,1197.0,Pbr16_29,1001_920_15,35439.0
Pbr16_30_1197,Pbr16,1197.0,Pbr16_30,1015_1082_14,40032.0
Pbr16_0_1795,Pbr16,1795.0,Pbr16_0,63_526_14,28196.0
Pbr16_1_1795,Pbr16,1795.0,Pbr16_1,65_493_13,25893.0
Pbr16_2_1795,Pbr16,1795.0,Pbr16_2,121_775_15,32036.0
Pbr16_3_1795,Pbr16,1795.0,Pbr16_3,157_651_20,64021.0
Pbr16_4_1795,Pbr16,1795.0,Pbr16_4,172_310_14,28671.0
Pbr16_5_1795,Pbr16,1795.0,Pbr16_5,210_210_24,78431.0
Pbr16_6_1795,Pbr16,1795.0,Pbr16_6,230_593_14,31154.0
Pbr16_7_1795,Pbr16,1795.0,Pbr16_7,336_235_20,81995.0
Pbr16_8_1795,Pbr16,1795.0,Pbr16_8,348_953_13,25935.0
Pbr16_9_1795,Pbr16,1795.0,Pbr16_9,372_461_8,9362.0
Pbr16_10_1795,Pbr16,1795.0,Pbr16_10,442_350_15,38868.0
Pbr16_11_1795,Pbr16,1795.0,Pbr16_11,446_197_15,38799.0
Pbr16_12_1795,Pbr16,1795.0,Pbr16_12,470_456_14,37987.0
Pbr16_13_1795,Pbr16,1795.0,Pbr16_13,470_609_8,12780.0
Pbr16_14_1795,Pbr16,1795.0,Pbr16_14,488_1060_8,11182.0
Pbr16_15_1795,Pbr16,1795.0,Pbr16_15,552_67_7,9353.0
Pbr16_16_1795,Pbr16,1795.0,Pbr16_16,581_27_7,9345.0
Pbr16_17_1795,Pbr16,1795.0,Pbr16_17,592_36_6,8321.0
Pbr16_18_1795,Pbr16,1795.0,Pbr16_18,616_916_15,39301.0
Pbr16_19_1795,Pbr16,1795.0,Pbr16_19,607_23_7,10250.0
Pbr16_20_1795,Pbr16,1795.0,Pbr16_20,666_263_15,38437.0
Pbr16_21_1795,Pbr16,1795.0,Pbr16_21,747_615_15,38581.0
Pbr16_22_1795,Pbr16,1795.0,Pbr16_22,763_285_8,10948.0
Pbr16_23_1795,Pbr16,1795.0,Pbr16_23,774_681_15,40361.0
Pbr16_24_1795,Pbr16,1795.0,Pbr16_24,775_527_15,41496.0
Pbr16_25_1795,Pbr16,1795.0,Pbr16_25,808_309_16,47277.0
Pbr16_26_1795,Pbr16,1795.0,Pbr16_26,834_393_5,6960.0
Pbr16_27_1795,Pbr16,1795.0,Pbr16_27,951_895_15,41059.0
Pbr16_28_1795,Pbr16,1795.0,Pbr16_28,965_675_16,49800.0
Pbr16_29_1795,Pbr16,1795.0,Pbr16_29,1001_920_15,38327.0
Pbr16_30_1795,Pbr16,1795.0,Pbr16_30,1015_1082_14,43104.0
Pbr16_0_828,Pbr16,828.0,Pbr16_0,63_526_14,24471.0
Pbr16_1_828,Pbr16,828.0,Pbr16_1,65_493_13,22876.0
Pbr16_2_828,Pbr16,828.0,Pbr16_2,121_775_15,28413.0
Pbr16_3_828,Pbr16,828.0,Pbr16_3,157_651_20,54138.0
Pbr16_4_828,Pbr16,828.0,Pbr16_4,172_310_14,25546.0
Pbr16_5_828,Pbr16,828.0,Pbr16_5,210_210_24,69930.0
Pbr16_6_828,Pbr16,828.0,Pbr16_6,230_593_14,27174.0
Pbr16_7_828,Pbr16,828.0,Pbr16_7,336_235_20,69600.0
Pbr16_8_828,Pbr16,828.0,Pbr16_8,348_953_13,23041.0
Pbr16_9_828,Pbr16,828.0,Pbr16_9,372_461_8,8325.0
Pbr16_10_828,Pbr16,828.0,Pbr16_10,442_350_15,33274.0
Pbr16_11_828,Pbr16,828.0,Pbr16_11,446_197_15,33548.0
Pbr16_12_828,Pbr16,828.0,Pbr16_12,470_456_14,32684.0
Pbr16_13_828,Pbr16,828.0,Pbr16_13,470_609_8,11256.0
Pbr16_14_828,Pbr16,828.0,Pbr16_14,488_1060_8,10112.0
Pbr16_15_828,Pbr16,828.0,Pbr16_15,552_67_7,9330.0
Pbr16_16_828,Pbr16,828.0,Pbr16_16,581_27_7,9479.0
Pbr16_17_828,Pbr16,828.0,Pbr16_17,592_36_6,8236.0
Pbr16_18_828,Pbr16,828.0,Pbr16_18,616_916_15,34731.0
Pbr16_19_828,Pbr16,828.0,Pbr16_19,607_23_7,10160.0
Pbr16_20_828,Pbr16,828.0,Pbr16_20,666_263_15,33549.0
Pbr16_21_828,Pbr16,828.0,Pbr16_21,747_615_15,33698.0
Pbr16_22_828,Pbr16,828.0,Pbr16_22,763_285_8,9866.0
Pbr16_23_828,Pbr16,828.0,Pbr16_23,774_681_15,35110.0
Pbr16_24_828,Pbr16,828.0,Pbr16_24,775_527_15,36394.0
Pbr16_25_828,Pbr16,828.0,Pbr16_25,808_309_16,41119.0
Pbr16_26_828,Pbr16,828.0,Pbr16_26,834_393_5,7016.0
Pbr16_27_828,Pbr16,828.0,Pbr16_27,951_895_15,36176.0
Pbr16_28_828,Pbr16,828.0,Pbr16_28,965_675_16,43768.0
Pbr16_29_828,Pbr16,828.0,Pbr16_29,1001_920_15,34346.0
Pbr16_30_828,Pbr16,828.0,Pbr16_30,1015_1082_14,39036.0
Pbr16_0_2302,Pbr16,2302.0,Pbr16_0,63_526_14,30898.0
Pbr16_1_2302,Pbr16,2302.0,Pbr16_1,65_493_13,28837.0
Pbr16_2_2302,Pbr16,2302.0,Pbr16_2,121_775_15,35298.0
Pbr16_3_2302,Pbr16,2302.0,Pbr16_3,157_651_20,69506.0
Pbr16_4_2302,Pbr16,2302.0,Pbr16_4,172_310_14,32218.0
Pbr16_5_2302,Pbr16,2302.0,Pbr16_5,210_210_24,85616.0
Pbr16_6_2302,Pbr16,2302.0,Pbr16_6,230_593_14,34151.0
Pbr16_7_2302,Pbr16,2302.0,Pbr16_7,336_235_20,88753.0
Pbr16_8_2302,Pbr16,2302.0,Pbr16_8,348_953_13,28229.0
Pbr16_9_2302,Pbr16,2302.0,Pbr16_9,372_461_8,10158.0
Pbr16_10_2302,Pbr16,2302.0,Pbr16_10,442_350_15,42870.0
Pbr16_11_2302,Pbr16,2302.0,Pbr16_11,446_197_15,42716.0
Pbr16_12_2302,Pbr16,2302.0,Pbr16_12,470_456_14,41892.0
Pbr16_13_2302,Pbr16,2302.0,Pbr16_13,470_609_8,13730.0
Pbr16_14_2302,Pbr16,2302.0,Pbr16_14,488_1060_8,11974.0
Pbr16_15_2302,Pbr16,2302.0,Pbr16_15,552_67_7,9358.0
Pbr16_16_2302,Pbr16,2302.0,Pbr16_16,581_27_7,9355.0
Pbr16_17_2302,Pbr16,2302.0,Pbr16_17,592_36_6,8347.0
Pbr16_18_2302,Pbr16,2302.0,Pbr16_18,616_916_15,42906.0
Pbr16_19_2302,Pbr16,2302.0,Pbr16_19,607_23_7,10271.0
Pbr16_20_2302,Pbr16,2302.0,Pbr16_20,666_263_15,42058.0
Pbr16_21_2302,Pbr16,2302.0,Pbr16_21,747_615_15,42234.0
Pbr16_22_2302,Pbr16,2302.0,Pbr16_22,763_285_8,11746.0
Pbr16_23_2302,Pbr16,2302.0,Pbr16_23,774_681_15,44185.0
Pbr16_24_2302,Pbr16,2302.0,Pbr16_24,775_527_15,45888.0
Pbr16_25_2302,Pbr16,2302.0,Pbr16_25,808_309_16,52037.0
Pbr16_26_2302,Pbr16,2302.0,Pbr16_26,834_393_5,6970.0
Pbr16_27_2302,Pbr16,2302.0,Pbr16_27,951_895_15,44317.0
Pbr16_28_2302,Pbr16,2302.0,Pbr16_28,965_675_16,54059.0
Pbr16_29_2302,Pbr16,2302.0,Pbr16_29,1001_920_15,41880.0
Pbr16_30_2302,Pbr16,2302.0,Pbr16_30,1015_1082_14,46346.0
Pbr16_0_1151,Pbr16,1151.0,Pbr16_0,63_526_14,25125.0
Pbr16_1_1151,Pbr16,1151.0,Pbr16_1,65_493_13,23574.0
Pbr16_2_1151,Pbr16,1151.0,Pbr16_2,121_775_15,29318.0
Pbr16_3_1151,Pbr16,1151.0,Pbr16_3,157_651_20,57068.0
Pbr16_4_1151,Pbr16,1151.0,Pbr16_4,172_310_14,26230.0
Pbr16_5_1151,Pbr16,1151.0,Pbr16_5,210_210_24,71740.0
Pbr16_6_1151,Pbr16,1151.0,Pbr16_6,230_593_14,28065.0
Pbr16_7_1151,Pbr16,1151.0,Pbr16_7,336_235_20,73245.0
Pbr16_8_1151,Pbr16,1151.0,Pbr16_8,348_953_13,23657.0
Pbr16_9_1151,Pbr16,1151.0,Pbr16_9,372_461_8,8607.0
Pbr16_10_1151,Pbr16,1151.0,Pbr16_10,442_350_15,34409.0
Pbr16_11_1151,Pbr16,1151.0,Pbr16_11,446_197_15,34655.0
Pbr16_12_1151,Pbr16,1151.0,Pbr16_12,470_456_14,34146.0
Pbr16_13_1151,Pbr16,1151.0,Pbr16_13,470_609_8,11727.0
Pbr16_14_1151,Pbr16,1151.0,Pbr16_14,488_1060_8,10270.0
Pbr16_15_1151,Pbr16,1151.0,Pbr16_15,552_67_7,9477.0
Pbr16_16_1151,Pbr16,1151.0,Pbr16_16,581_27_7,9340.0
Pbr16_17_1151,Pbr16,1151.0,Pbr16_17,592_36_6,8398.0
Pbr16_18_1151,Pbr16,1151.0,Pbr16_18,616_916_15,35750.0
Pbr16_19_1151,Pbr16,1151.0,Pbr16_19,607_23_7,10287.0
Pbr16_20_1151,Pbr16,1151.0,Pbr16_20,666_263_15,34637.0
Pbr16_21_1151,Pbr16,1151.0,Pbr16_21,747_615_15,35014.0
Pbr16_22_1151,Pbr16,1151.0,Pbr16_22,763_285_8,10190.0
Pbr16_23_1151,Pbr16,1151.0,Pbr16_23,774_681_15,36528.0
Pbr16_24_1151,Pbr16,1151.0,Pbr16_24,775_527_15,37557.0
Pbr16_25_1151,Pbr16,1151.0,Pbr16_25,808_309_16,42394.0
Pbr16_26_1151,Pbr16,1151.0,Pbr16_26,834_393_5,6978.0
Pbr16_27_1151,Pbr16,1151.0,Pbr16_27,951_895_15,37127.0
Pbr16_28_1151,Pbr16,1151.0,Pbr16_28,965_675_16,45131.0
Pbr16_29_1151,Pbr16,1151.0,Pbr16_29,1001_920_15,35254.0
Pbr16_30_1151,Pbr16,1151.0,Pbr16_30,1015_1082_14,39779.0
Pbr16_0_2670,Pbr16,2670.0,Pbr16_0,63_526_14,33315.0
Pbr16_1_2670,Pbr16,2670.0,Pbr16_1,65_493_13,30751.0
Pbr16_2_2670,Pbr16,2670.0,Pbr16_2,121_775_15,37776.0
Pbr16_3_2670,Pbr16,2670.0,Pbr16_3,157_651_20,73405.0
Pbr16_4_2670,Pbr16,2670.0,Pbr16_4,172_310_14,34023.0
Pbr16_5_2670,Pbr16,2670.0,Pbr16_5,210_210_24,90194.0
Pbr16_6_2670,Pbr16,2670.0,Pbr16_6,230_593_14,36718.0
Pbr16_7_2670,Pbr16,2670.0,Pbr16_7,336_235_20,92474.0
Pbr16_8_2670,Pbr16,2670.0,Pbr16_8,348_953_13,29822.0
Pbr16_9_2670,Pbr16,2670.0,Pbr16_9,372_461_8,10591.0
Pbr16_10_2670,Pbr16,2670.0,Pbr16_10,442_350_15,45709.0
Pbr16_11_2670,Pbr16,2670.0,Pbr16_11,446_197_15,45558.0
Pbr16_12_2670,Pbr16,2670.0,Pbr16_12,470_456_14,45390.0
Pbr16_13_2670,Pbr16,2670.0,Pbr16_13,470_609_8,14482.0
Pbr16_14_2670,Pbr16,2670.0,Pbr16_14,488_1060_8,12504.0
Pbr16_15_2670,Pbr16,2670.0,Pbr16_15,552_67_7,9335.0
Pbr16_16_2670,Pbr16,2670.0,Pbr16_16,581_27_7,9358.0
Pbr16_17_2670,Pbr16,2670.0,Pbr16_17,592_36_6,8307.0
Pbr16_18_2670,Pbr16,2670.0,Pbr16_18,616_916_15,45200.0
Pbr16_19_2670,Pbr16,2670.0,Pbr16_19,607_23_7,10293.0
Pbr16_20_2670,Pbr16,2670.0,Pbr16_20,666_263_15,45122.0
Pbr16_21_2670,Pbr16,2670.0,Pbr16_21,747_615_15,44857.0
Pbr16_22_2670,Pbr16,2670.0,Pbr16_22,763_285_8,12364.0
Pbr16_23_2670,Pbr16,2670.0,Pbr16_23,774_681_15,46951.0
Pbr16_24_2670,Pbr16,2670.0,Pbr16_24,775_527_15,49311.0
Pbr16_25_2670,Pbr16,2670.0,Pbr16_25,808_309_16,55485.0
Pbr16_26_2670,Pbr16,2670.0,Pbr16_26,834_393_5,7016.0
Pbr16_27_2670,Pbr16,2670.0,Pbr16_27,951_895_15,47078.0
Pbr16_28_2670,Pbr16,2670.0,Pbr16_28,965_675_16,57560.0
Pbr16_29_2670,Pbr16,2670.0,Pbr16_29,1001_920_15,44780.0
Pbr16_30_2670,Pbr16,2670.0,Pbr16_30,1015_1082_14,49703.0
Pbr16_0_552,Pbr16,552.0,Pbr16_0,63_526_14,24191.0
Pbr16_1_552,Pbr16,552.0,Pbr16_1,65_493_13,22606.0
Pbr16_2_552,Pbr16,552.0,Pbr16_2,121_775_15,28100.0
Pbr16_3_552,Pbr16,552.0,Pbr16_3,157_651_20,52753.0
Pbr16_4_552,Pbr16,552.0,Pbr16_4,172_310_14,25306.0
Pbr16_5_552,Pbr16,552.0,Pbr16_5,210_210_24,69115.0
Pbr16_6_552,Pbr16,552.0,Pbr16_6,230_593_14,26789.0
Pbr16_7_552,Pbr16,552.0,Pbr16_7,336_235_20,67969.0
Pbr16_8_552,Pbr16,552.0,Pbr16_8,348_953_13,22846.0
Pbr16_9_552,Pbr16,552.0,Pbr16_9,372_461_8,8186.0
Pbr16_10_552,Pbr16,552.0,Pbr16_10,442_350_15,32708.0
Pbr16_11_552,Pbr16,552.0,Pbr16_11,446_197_15,33123.0
Pbr16_12_552,Pbr16,552.0,Pbr16_12,470_456_14,32089.0
Pbr16_13_552,Pbr16,552.0,Pbr16_13,470_609_8,11067.0
Pbr16_14_552,Pbr16,552.0,Pbr16_14,488_1060_8,10021.0
Pbr16_15_552,Pbr16,552.0,Pbr16_15,552_67_7,9357.0
Pbr16_16_552,Pbr16,552.0,Pbr16_16,581_27_7,9339.0
Pbr16_17_552,Pbr16,552.0,Pbr16_17,592_36_6,8292.0
Pbr16_18_552,Pbr16,552.0,Pbr16_18,616_916_15,34292.0
Pbr16_19_552,Pbr16,552.0,Pbr16_19,607_23_7,10284.0
Pbr16_20_552,Pbr16,552.0,Pbr16_20,666_263_15,33091.0
Pbr16_21_552,Pbr16,552.0,Pbr16_21,747_615_15,33231.0
Pbr16_22_552,Pbr16,552.0,Pbr16_22,763_285_8,9698.0
Pbr16_23_552,Pbr16,552.0,Pbr16_23,774_681_15,34409.0
Pbr16_24_552,Pbr16,552.0,Pbr16_24,775_527_15,35784.0
Pbr16_25_552,Pbr16,552.0,Pbr16_25,808_309_16,40467.0
Pbr16_26_552,Pbr16,552.0,Pbr16_26,834_393_5,7007.0
Pbr16_27_552,Pbr16,552.0,Pbr16_27,951_895_15,35654.0
Pbr16_28_552,Pbr16,552.0,Pbr16_28,965_675_16,43070.0
Pbr16_29_552,Pbr16,552.0,Pbr16_29,1001_920_15,33940.0
Pbr16_30_552,Pbr16,552.0,Pbr16_30,1015_1082_14,38691.0
Pbr16_0_368,Pbr16,368.0,Pbr16_0,63_526_14,24200.0
Pbr16_1_368,Pbr16,368.0,Pbr16_1,65_493_13,22578.0
Pbr16_2_368,Pbr16,368.0,Pbr16_2,121_775_15,28107.0
Pbr16_3_368,Pbr16,368.0,Pbr16_3,157_651_20,52156.0
Pbr16_4_368,Pbr16,368.0,Pbr16_4,172_310_14,25349.0
Pbr16_5_368,Pbr16,368.0,Pbr16_5,210_210_24,69280.0
Pbr16_6_368,Pbr16,368.0,Pbr16_6,230_593_14,26797.0
Pbr16_7_368,Pbr16,368.0,Pbr16_7,336_235_20,67215.0
Pbr16_8_368,Pbr16,368.0,Pbr16_8,348_953_13,22927.0
Pbr16_9_368,Pbr16,368.0,Pbr16_9,372_461_8,8174.0
Pbr16_10_368,Pbr16,368.0,Pbr16_10,442_350_15,32704.0
Pbr16_11_368,Pbr16,368.0,Pbr16_11,446_197_15,33106.0
Pbr16_12_368,Pbr16,368.0,Pbr16_12,470_456_14,32030.0
Pbr16_13_368,Pbr16,368.0,Pbr16_13,470_609_8,11013.0
Pbr16_14_368,Pbr16,368.0,Pbr16_14,488_1060_8,9986.0
Pbr16_15_368,Pbr16,368.0,Pbr16_15,552_67_7,9330.0
Pbr16_16_368,Pbr16,368.0,Pbr16_16,581_27_7,9241.0
Pbr16_17_368,Pbr16,368.0,Pbr16_17,592_36_6,8447.0
Pbr16_18_368,Pbr16,368.0,Pbr16_18,616_916_15,34299.0
Pbr16_19_368,Pbr16,368.0,Pbr16_19,607_23_7,10386.0
Pbr16_20_368,Pbr16,368.0,Pbr16_20,666_263_15,33006.0
Pbr16_21_368,Pbr16,368.0,Pbr16_21,747_615_15,33208.0
Pbr16_22_368,Pbr16,368.0,Pbr16_22,763_285_8,9667.0
Pbr16_23_368,Pbr16,368.0,Pbr16_23,774_681_15,34358.0
Pbr16_24_368,Pbr16,368.0,Pbr16_24,775_527_15,35741.0
Pbr16_25_368,Pbr16,368.0,Pbr16_25,808_309_16,40328.0
Pbr16_26_368,Pbr16,368.0,Pbr16_26,834_393_5,6983.0
Pbr16_27_368,Pbr16,368.0,Pbr16_27,951_895_15,35592.0
Pbr16_28_368,Pbr16,368.0,Pbr16_28,965_675_16,42965.0
Pbr16_29_368,Pbr16,368.0,Pbr16_29,1001_920_15,33900.0
Pbr16_30_368,Pbr16,368.0,Pbr16_30,1015_1082_14,38679.0
TetR8_0_230,TetR8,230.0,TetR8_0,32_328_14,34332.0
TetR8_1_230,TetR8,230.0,TetR8_1,71_424_13,32952.0
TetR8_2_230,TetR8,230.0,TetR8_2,176_592_16,45226.0
TetR8_3_230,TetR8,230.0,TetR8_3,209_225_17,52077.0
TetR8_4_230,TetR8,230.0,TetR8_4,231_656_19,60973.0
TetR8_5_230,TetR8,230.0,TetR8_5,229_172_15,38835.0
TetR8_6_230,TetR8,230.0,TetR8_6,252_848_14,35083.0
TetR8_7_230,TetR8,230.0,TetR8_7,362_2_14,18474.0
TetR8_8_230,TetR8,230.0,TetR8_8,378_245_15,40397.0
TetR8_9_230,TetR8,230.0,TetR8_9,404_99_18,62888.0
TetR8_10_230,TetR8,230.0,TetR8_10,540_787_16,50506.0
TetR8_11_230,TetR8,230.0,TetR8_11,552_743_18,59033.0
TetR8_12_230,TetR8,230.0,TetR8_12,557_984_19,56074.0
TetR8_13_230,TetR8,230.0,TetR8_13,572_1039_14,37888.0
TetR8_14_230,TetR8,230.0,TetR8_14,725_359_15,40499.0
TetR8_15_230,TetR8,230.0,TetR8_15,768_859_16,41242.0
TetR8_16_230,TetR8,230.0,TetR8_16,807_1056_14,35766.0
TetR8_17_230,TetR8,230.0,TetR8_17,875_922_18,58171.0
TetR8_18_230,TetR8,230.0,TetR8_18,910_848_17,53807.0
TetR8_19_230,TetR8,230.0,TetR8_19,938_730_18,61222.0
TetR8_20_230,TetR8,230.0,TetR8_20,1024_1092_12,19606.0
TetR8_21_230,TetR8,230.0,TetR8_21,1042_871_16,46232.0
TetR8_0_967,TetR8,967.0,TetR8_0,32_328_14,37079.0
TetR8_1_967,TetR8,967.0,TetR8_1,71_424_13,35961.0
TetR8_2_967,TetR8,967.0,TetR8_2,176_592_16,49198.0
TetR8_3_967,TetR8,967.0,TetR8_3,209_225_17,55101.0
TetR8_4_967,TetR8,967.0,TetR8_4,231_656_19,66574.0
TetR8_5_967,TetR8,967.0,TetR8_5,229_172_15,42309.0
TetR8_6_967,TetR8,967.0,TetR8_6,252_848_14,38513.0
TetR8_7_967,TetR8,967.0,TetR8_7,362_2_14,18862.0
TetR8_8_967,TetR8,967.0,TetR8_8,378_245_15,43871.0
TetR8_9_967,TetR8,967.0,TetR8_9,404_99_18,66984.0
TetR8_10_967,TetR8,967.0,TetR8_10,540_787_16,54342.0
TetR8_11_967,TetR8,967.0,TetR8_11,552_743_18,62534.0
TetR8_12_967,TetR8,967.0,TetR8_12,557_984_19,59178.0
TetR8_13_967,TetR8,967.0,TetR8_13,572_1039_14,40575.0
TetR8_14_967,TetR8,967.0,TetR8_14,725_359_15,43805.0
TetR8_15_967,TetR8,967.0,TetR8_15,768_859_16,43714.0
TetR8_16_967,TetR8,967.0,TetR8_16,807_1056_14,38548.0
TetR8_17_967,TetR8,967.0,TetR8_17,875_922_18,61645.0
TetR8_18_967,TetR8,967.0,TetR8_18,910_848_17,58129.0
TetR8_19_967,TetR8,967.0,TetR8_19,938_730_18,66059.0
TetR8_20_967,TetR8,967.0,TetR8_20,1024_1092_12,20127.0
TetR8_21_967,TetR8,967.0,TetR8_21,1042_871_16,48869.0
TetR8_0_184,TetR8,184.0,TetR8_0,32_328_14,34290.0
TetR8_1_184,TetR8,184.0,TetR8_1,71_424_13,32852.0
TetR8_2_184,TetR8,184.0,TetR8_2,176_592_16,45104.0
TetR8_3_184,TetR8,184.0,TetR8_3,209_225_17,51877.0
TetR8_4_184,TetR8,184.0,TetR8_4,231_656_19,60836.0
TetR8_5_184,TetR8,184.0,TetR8_5,229_172_15,38686.0
TetR8_6_184,TetR8,184.0,TetR8_6,252_848_14,35007.0
TetR8_7_184,TetR8,184.0,TetR8_7,362_2_14,18456.0
TetR8_8_184,TetR8,184.0,TetR8_8,378_245_15,40270.0
TetR8_9_184,TetR8,184.0,TetR8_9,404_99_18,62698.0
TetR8_10_184,TetR8,184.0,TetR8_10,540_787_16,50310.0
TetR8_11_184,TetR8,184.0,TetR8_11,552_743_18,58915.0
TetR8_12_184,TetR8,184.0,TetR8_12,557_984_19,55987.0
TetR8_13_184,TetR8,184.0,TetR8_13,572_1039_14,37775.0
TetR8_14_184,TetR8,184.0,TetR8_14,725_359_15,40349.0
TetR8_15_184,TetR8,184.0,TetR8_15,768_859_16,41184.0
TetR8_16_184,TetR8,184.0,TetR8_16,807_1056_14,35690.0
TetR8_17_184,TetR8,184.0,TetR8_17,875_922_18,57964.0
TetR8_18_184,TetR8,184.0,TetR8_18,910_848_17,53769.0
TetR8_19_184,TetR8,184.0,TetR8_19,938_730_18,61143.0
TetR8_20_184,TetR8,184.0,TetR8_20,1024_1092_12,19611.0
TetR8_21_184,TetR8,184.0,TetR8_21,1042_871_16,46097.0
TetR8_0_1473,TetR8,1473.0,TetR8_0,32_328_14,39558.0
TetR8_1_1473,TetR8,1473.0,TetR8_1,71_424_13,38372.0
TetR8_2_1473,TetR8,1473.0,TetR8_2,176_592_16,52415.0
TetR8_3_1473,TetR8,1473.0,TetR8_3,209_225_17,58794.0
TetR8_4_1473,TetR8,1473.0,TetR8_4,231_656_19,71324.0
TetR8_5_1473,TetR8,1473.0,TetR8_5,229_172_15,45170.0
TetR8_6_1473,TetR8,1473.0,TetR8_6,252_848_14,41008.0
TetR8_7_1473,TetR8,1473.0,TetR8_7,362_2_14,20271.0
TetR8_8_1473,TetR8,1473.0,TetR8_8,378_245_15,46507.0
TetR8_9_1473,TetR8,1473.0,TetR8_9,404_99_18,71377.0
TetR8_10_1473,TetR8,1473.0,TetR8_10,540_787_16,57999.0
TetR8_11_1473,TetR8,1473.0,TetR8_11,552_743_18,66574.0
TetR8_12_1473,TetR8,1473.0,TetR8_12,557_984_19,62788.0
TetR8_13_1473,TetR8,1473.0,TetR8_13,572_1039_14,43026.0
TetR8_14_1473,TetR8,1473.0,TetR8_14,725_359_15,46715.0
TetR8_15_1473,TetR8,1473.0,TetR8_15,768_859_16,46689.0
TetR8_16_1473,TetR8,1473.0,TetR8_16,807_1056_14,40879.0
TetR8_17_1473,TetR8,1473.0,TetR8_17,875_922_18,65598.0
TetR8_18_1473,TetR8,1473.0,TetR8_18,910_848_17,62043.0
TetR8_19_1473,TetR8,1473.0,TetR8_19,938_730_18,70607.0
TetR8_20_1473,TetR8,1473.0,TetR8_20,1024_1092_12,20377.0
TetR8_21_1473,TetR8,1473.0,TetR8_21,1042_871_16,52562.0
TetR8_0_782,TetR8,782.0,TetR8_0,32_328_14,36154.0
TetR8_1_782,TetR8,782.0,TetR8_1,71_424_13,35014.0
TetR8_2_782,TetR8,782.0,TetR8_2,176_592_16,47913.0
TetR8_3_782,TetR8,782.0,TetR8_3,209_225_17,53960.0
TetR8_4_782,TetR8,782.0,TetR8_4,231_656_19,64949.0
TetR8_5_782,TetR8,782.0,TetR8_5,229_172_15,41204.0
TetR8_6_782,TetR8,782.0,TetR8_6,252_848_14,37464.0
TetR8_7_782,TetR8,782.0,TetR8_7,362_2_14,18637.0
TetR8_8_782,TetR8,782.0,TetR8_8,378_245_15,43048.0
TetR8_9_782,TetR8,782.0,TetR8_9,404_99_18,65416.0
TetR8_10_782,TetR8,782.0,TetR8_10,540_787_16,53043.0
TetR8_11_782,TetR8,782.0,TetR8_11,552_743_18,61292.0
TetR8_12_782,TetR8,782.0,TetR8_12,557_984_19,58086.0
TetR8_13_782,TetR8,782.0,TetR8_13,572_1039_14,39719.0
TetR8_14_782,TetR8,782.0,TetR8_14,725_359_15,42760.0
TetR8_15_782,TetR8,782.0,TetR8_15,768_859_16,42832.0
TetR8_16_782,TetR8,782.0,TetR8_16,807_1056_14,37815.0
TetR8_17_782,TetR8,782.0,TetR8_17,875_922_18,60572.0
TetR8_18_782,TetR8,782.0,TetR8_18,910_848_17,56901.0
TetR8_19_782,TetR8,782.0,TetR8_19,938_730_18,64320.0
TetR8_20_782,TetR8,782.0,TetR8_20,1024_1092_12,20006.0
TetR8_21_782,TetR8,782.0,TetR8_21,1042_871_16,47958.0
TetR8_0_2026,TetR8,2026.0,TetR8_0,32_328_14,41885.0
TetR8_1_2026,TetR8,2026.0,TetR8_1,71_424_13,40421.0
TetR8_2_2026,TetR8,2026.0,TetR8_2,176_592_16,56078.0
TetR8_3_2026,TetR8,2026.0,TetR8_3,209_225_17,62857.0
TetR8_4_2026,TetR8,2026.0,TetR8_4,231_656_19,75434.0
TetR8_5_2026,TetR8,2026.0,TetR8_5,229_172_15,47684.0
TetR8_6_2026,TetR8,2026.0,TetR8_6,252_848_14,43424.0
