,Cell_type,Time,Spot,Spot_loc,Growth
TETRArcAKO16_26_2440,TETRArcAKO16,2440.0,TETRArcAKO16_26,516_994_7,9537.0
TETRArcAKO16_27_2440,TETRArcAKO16,2440.0,TETRArcAKO16_27,534_683_8,12945.0
TETRArcAKO16_28_2440,TETRArcAKO16,2440.0,TETRArcAKO16_28,582_417_7,7282.0
TETRArcAKO16_29_2440,TETRArcAKO16,2440.0,TETRArcAKO16_29,671_659_7,8828.0
TETRArcAKO16_30_2440,TETRArcAKO16,2440.0,TETRArcAKO16_30,747_418_7,7233.0
TETRArcAKO16_31_2440,TETRArcAKO16,2440.0,TETRArcAKO16_31,801_159_5,4926.0
TETRArcAKO16_32_2440,TETRArcAKO16,2440.0,TETRArcAKO16_32,880_863_8,11879.0
TETRArcAKO16_33_2440,TETRArcAKO16,2440.0,TETRArcAKO16_33,884_259_6,6746.0
TETRArcAKO16_34_2440,TETRArcAKO16,2440.0,TETRArcAKO16_34,972_570_6,6726.0
TETRArcAKO16_35_2440,TETRArcAKO16,2440.0,TETRArcAKO16_35,1036_861_6,7315.0
TETRArcAKO16_0_1151,TETRArcAKO16,1151.0,TETRArcAKO16_0,37_462_6,5138.0
TETRArcAKO16_1_1151,TETRArcAKO16,1151.0,TETRArcAKO16_1,69_1089_14,27041.0
TETRArcAKO16_2_1151,TETRArcAKO16,1151.0,TETRArcAKO16_2,114_680_8,8184.0
TETRArcAKO16_3_1151,TETRArcAKO16,1151.0,TETRArcAKO16_3,117_371_6,5675.0
TETRArcAKO16_4_1151,TETRArcAKO16,1151.0,TETRArcAKO16_4,153_682_7,8597.0
TETRArcAKO16_5_1151,TETRArcAKO16,1151.0,TETRArcAKO16_5,175_742_8,10549.0
TETRArcAKO16_6_1151,TETRArcAKO16,1151.0,TETRArcAKO16_6,178_982_6,6320.0
TETRArcAKO16_7_1151,TETRArcAKO16,1151.0,TETRArcAKO16_7,185_704_8,12005.0
TETRArcAKO16_8_1151,TETRArcAKO16,1151.0,TETRArcAKO16_8,184_467_7,7017.0
TETRArcAKO16_9_1151,TETRArcAKO16,1151.0,TETRArcAKO16_9,205_1037_5,4215.0
TETRArcAKO16_10_1151,TETRArcAKO16,1151.0,TETRArcAKO16_10,212_309_7,7871.0
TETRArcAKO16_11_1151,TETRArcAKO16,1151.0,TETRArcAKO16_11,225_699_7,8101.0
TETRArcAKO16_12_1151,TETRArcAKO16,1151.0,TETRArcAKO16_12,260_622_7,8242.0
TETRArcAKO16_13_1151,TETRArcAKO16,1151.0,TETRArcAKO16_13,288_627_7,8229.0
TETRArcAKO16_14_1151,TETRArcAKO16,1151.0,TETRArcAKO16_14,288_317_5,4134.0
TETRArcAKO16_15_1151,TETRArcAKO16,1151.0,TETRArcAKO16_15,295_365_6,5573.0
TETRArcAKO16_16_1151,TETRArcAKO16,1151.0,TETRArcAKO16_16,343_961_5,4210.0
TETRArcAKO16_17_1151,TETRArcAKO16,1151.0,TETRArcAKO16_17,349_248_6,7226.0
TETRArcAKO16_18_1151,TETRArcAKO16,1151.0,TETRArcAKO16_18,358_514_6,5673.0
TETRArcAKO16_19_1151,TETRArcAKO16,1151.0,TETRArcAKO16_19,375_968_6,5790.0
TETRArcAKO16_20_1151,TETRArcAKO16,1151.0,TETRArcAKO16_20,376_151_7,7020.0
TETRArcAKO16_21_1151,TETRArcAKO16,1151.0,TETRArcAKO16_21,447_540_6,5711.0
TETRArcAKO16_22_1151,TETRArcAKO16,1151.0,TETRArcAKO16_22,448_500_5,4123.0
TETRArcAKO16_23_1151,TETRArcAKO16,1151.0,TETRArcAKO16_23,495_916_7,6934.0
TETRArcAKO16_24_1151,TETRArcAKO16,1151.0,TETRArcAKO16_24,497_256_6,5146.0
TETRArcAKO16_25_1151,TETRArcAKO16,1151.0,TETRArcAKO16_25,511_557_7,8257.0
TETRArcAKO16_26_1151,TETRArcAKO16,1151.0,TETRArcAKO16_26,516_994_7,8319.0
TETRArcAKO16_27_1151,TETRArcAKO16,1151.0,TETRArcAKO16_27,534_683_8,11697.0
TETRArcAKO16_28_1151,TETRArcAKO16,1151.0,TETRArcAKO16_28,582_417_7,6154.0
TETRArcAKO16_29_1151,TETRArcAKO16,1151.0,TETRArcAKO16_29,671_659_7,7442.0
TETRArcAKO16_30_1151,TETRArcAKO16,1151.0,TETRArcAKO16_30,747_418_7,6089.0
TETRArcAKO16_31_1151,TETRArcAKO16,1151.0,TETRArcAKO16_31,801_159_5,4340.0
TETRArcAKO16_32_1151,TETRArcAKO16,1151.0,TETRArcAKO16_32,880_863_8,10233.0
TETRArcAKO16_33_1151,TETRArcAKO16,1151.0,TETRArcAKO16_33,884_259_6,5803.0
TETRArcAKO16_34_1151,TETRArcAKO16,1151.0,TETRArcAKO16_34,972_570_6,5709.0
TETRArcAKO16_35_1151,TETRArcAKO16,1151.0,TETRArcAKO16_35,1036_861_6,6222.0
TETRArcAKO16_0_2302,TETRArcAKO16,2302.0,TETRArcAKO16_0,37_462_6,5952.0
TETRArcAKO16_1_2302,TETRArcAKO16,2302.0,TETRArcAKO16_1,69_1089_14,27263.0
TETRArcAKO16_2_2302,TETRArcAKO16,2302.0,TETRArcAKO16_2,114_680_8,9157.0
TETRArcAKO16_3_2302,TETRArcAKO16,2302.0,TETRArcAKO16_3,117_371_6,6601.0
TETRArcAKO16_4_2302,TETRArcAKO16,2302.0,TETRArcAKO16_4,153_682_7,9476.0
TETRArcAKO16_5_2302,TETRArcAKO16,2302.0,TETRArcAKO16_5,175_742_8,11766.0
TETRArcAKO16_6_2302,TETRArcAKO16,2302.0,TETRArcAKO16_6,178_982_6,7256.0
TETRArcAKO16_7_2302,TETRArcAKO16,2302.0,TETRArcAKO16_7,185_704_8,12857.0
TETRArcAKO16_8_2302,TETRArcAKO16,2302.0,TETRArcAKO16_8,184_467_7,7888.0
TETRArcAKO16_9_2302,TETRArcAKO16,2302.0,TETRArcAKO16_9,205_1037_5,4926.0
TETRArcAKO16_10_2302,TETRArcAKO16,2302.0,TETRArcAKO16_10,212_309_7,9044.0
TETRArcAKO16_11_2302,TETRArcAKO16,2302.0,TETRArcAKO16_11,225_699_7,9299.0
TETRArcAKO16_12_2302,TETRArcAKO16,2302.0,TETRArcAKO16_12,260_622_7,9416.0
TETRArcAKO16_13_2302,TETRArcAKO16,2302.0,TETRArcAKO16_13,288_627_7,9462.0
TETRArcAKO16_14_2302,TETRArcAKO16,2302.0,TETRArcAKO16_14,288_317_5,4822.0
TETRArcAKO16_15_2302,TETRArcAKO16,2302.0,TETRArcAKO16_15,295_365_6,6552.0
TETRArcAKO16_16_2302,TETRArcAKO16,2302.0,TETRArcAKO16_16,343_961_5,4844.0
TETRArcAKO16_17_2302,TETRArcAKO16,2302.0,TETRArcAKO16_17,349_248_6,7343.0
TETRArcAKO16_18_2302,TETRArcAKO16,2302.0,TETRArcAKO16_18,358_514_6,6633.0
TETRArcAKO16_19_2302,TETRArcAKO16,2302.0,TETRArcAKO16_19,375_968_6,6549.0
TETRArcAKO16_20_2302,TETRArcAKO16,2302.0,TETRArcAKO16_20,376_151_7,7882.0
TETRArcAKO16_21_2302,TETRArcAKO16,2302.0,TETRArcAKO16_21,447_540_6,6587.0
TETRArcAKO16_22_2302,TETRArcAKO16,2302.0,TETRArcAKO16_22,448_500_5,4810.0
TETRArcAKO16_23_2302,TETRArcAKO16,2302.0,TETRArcAKO16_23,495_916_7,7957.0
TETRArcAKO16_24_2302,TETRArcAKO16,2302.0,TETRArcAKO16_24,497_256_6,5970.0
TETRArcAKO16_25_2302,TETRArcAKO16,2302.0,TETRArcAKO16_25,511_557_7,9386.0
TETRArcAKO16_26_2302,TETRArcAKO16,2302.0,TETRArcAKO16_26,516_994_7,9355.0
TETRArcAKO16_27_2302,TETRArcAKO16,2302.0,TETRArcAKO16_27,534_683_8,12785.0
TETRArcAKO16_28_2302,TETRArcAKO16,2302.0,TETRArcAKO16_28,582_417_7,7129.0
TETRArcAKO16_29_2302,TETRArcAKO16,2302.0,TETRArcAKO16_29,671_659_7,8664.0
TETRArcAKO16_30_2302,TETRArcAKO16,2302.0,TETRArcAKO16_30,747_418_7,7022.0
TETRArcAKO16_31_2302,TETRArcAKO16,2302.0,TETRArcAKO16_31,801_159_5,4823.0
TETRArcAKO16_32_2302,TETRArcAKO16,2302.0,TETRArcAKO16_32,880_863_8,11670.0
TETRArcAKO16_33_2302,TETRArcAKO16,2302.0,TETRArcAKO16_33,884_259_6,6603.0
TETRArcAKO16_34_2302,TETRArcAKO16,2302.0,TETRArcAKO16_34,972_570_6,6638.0
TETRArcAKO16_35_2302,TETRArcAKO16,2302.0,TETRArcAKO16_35,1036_861_6,7165.0
TETRArcAKO16_0_414,TETRArcAKO16,414.0,TETRArcAKO16_0,37_462_6,4900.0
TETRArcAKO16_1_414,TETRArcAKO16,414.0,TETRArcAKO16_1,69_1089_14,26922.0
TETRArcAKO16_2_414,TETRArcAKO16,414.0,TETRArcAKO16_2,114_680_8,7934.0
TETRArcAKO16_3_414,TETRArcAKO16,414.0,TETRArcAKO16_3,117_371_6,5434.0
TETRArcAKO16_4_414,TETRArcAKO16,414.0,TETRArcAKO16_4,153_682_7,8398.0
TETRArcAKO16_5_414,TETRArcAKO16,414.0,TETRArcAKO16_5,175_742_8,10225.0
TETRArcAKO16_6_414,TETRArcAKO16,414.0,TETRArcAKO16_6,178_982_6,6002.0
TETRArcAKO16_7_414,TETRArcAKO16,414.0,TETRArcAKO16_7,185_704_8,11818.0
TETRArcAKO16_8_414,TETRArcAKO16,414.0,TETRArcAKO16_8,184_467_7,6852.0
TETRArcAKO16_9_414,TETRArcAKO16,414.0,TETRArcAKO16_9,205_1037_5,3984.0
TETRArcAKO16_10_414,TETRArcAKO16,414.0,TETRArcAKO16_10,212_309_7,7647.0
TETRArcAKO16_11_414,TETRArcAKO16,414.0,TETRArcAKO16_11,225_699_7,7789.0
TETRArcAKO16_12_414,TETRArcAKO16,414.0,TETRArcAKO16_12,260_622_7,7997.0
TETRArcAKO16_13_414,TETRArcAKO16,414.0,TETRArcAKO16_13,288_627_7,7905.0
TETRArcAKO16_14_414,TETRArcAKO16,414.0,TETRArcAKO16_14,288_317_5,3985.0
TETRArcAKO16_15_414,TETRArcAKO16,414.0,TETRArcAKO16_15,295_365_6,5287.0
TETRArcAKO16_16_414,TETRArcAKO16,414.0,TETRArcAKO16_16,343_961_5,4010.0
TETRArcAKO16_17_414,TETRArcAKO16,414.0,TETRArcAKO16_17,349_248_6,7216.0
TETRArcAKO16_18_414,TETRArcAKO16,414.0,TETRArcAKO16_18,358_514_6,5396.0
TETRArcAKO16_19_414,TETRArcAKO16,414.0,TETRArcAKO16_19,375_968_6,5548.0
TETRArcAKO16_20_414,TETRArcAKO16,414.0,TETRArcAKO16_20,376_151_7,6782.0
TETRArcAKO16_21_414,TETRArcAKO16,414.0,TETRArcAKO16_21,447_540_6,5489.0
TETRArcAKO16_22_414,TETRArcAKO16,414.0,TETRArcAKO16_22,448_500_5,3957.0
TETRArcAKO16_23_414,TETRArcAKO16,414.0,TETRArcAKO16_23,495_916_7,6637.0
TETRArcAKO16_24_414,TETRArcAKO16,414.0,TETRArcAKO16_24,497_256_6,4930.0
TETRArcAKO16_25_414,TETRArcAKO16,414.0,TETRArcAKO16_25,511_557_7,7996.0
TETRArcAKO16_26_414,TETRArcAKO16,414.0,TETRArcAKO16_26,516_994_7,8015.0
TETRArcAKO16_27_414,TETRArcAKO16,414.0,TETRArcAKO16_27,534_683_8,11440.0
TETRArcAKO16_28_414,TETRArcAKO16,414.0,TETRArcAKO16_28,582_417_7,5849.0
TETRArcAKO16_29_414,TETRArcAKO16,414.0,TETRArcAKO16_29,671_659_7,7147.0
TETRArcAKO16_30_414,TETRArcAKO16,414.0,TETRArcAKO16_30,747_418_7,5812.0
TETRArcAKO16_31_414,TETRArcAKO16,414.0,TETRArcAKO16_31,801_159_5,4218.0
TETRArcAKO16_32_414,TETRArcAKO16,414.0,TETRArcAKO16_32,880_863_8,9805.0
TETRArcAKO16_33_414,TETRArcAKO16,414.0,TETRArcAKO16_33,884_259_6,5563.0
TETRArcAKO16_34_414,TETRArcAKO16,414.0,TETRArcAKO16_34,972_570_6,5490.0
TETRArcAKO16_35_414,TETRArcAKO16,414.0,TETRArcAKO16_35,1036_861_6,5973.0
TETRArcAKO16_0_1795,TETRArcAKO16,1795.0,TETRArcAKO16_0,37_462_6,5582.0
TETRArcAKO16_1_1795,TETRArcAKO16,1795.0,TETRArcAKO16_1,69_1089_14,27114.0
TETRArcAKO16_2_1795,TETRArcAKO16,1795.0,TETRArcAKO16_2,114_680_8,8673.0
TETRArcAKO16_3_1795,TETRArcAKO16,1795.0,TETRArcAKO16_3,117_371_6,6194.0
TETRArcAKO16_4_1795,TETRArcAKO16,1795.0,TETRArcAKO16_4,153_682_7,9061.0
TETRArcAKO16_5_1795,TETRArcAKO16,1795.0,TETRArcAKO16_5,175_742_8,11159.0
TETRArcAKO16_6_1795,TETRArcAKO16,1795.0,TETRArcAKO16_6,178_982_6,6852.0
TETRArcAKO16_7_1795,TETRArcAKO16,1795.0,TETRArcAKO16_7,185_704_8,12403.0
TETRArcAKO16_8_1795,TETRArcAKO16,1795.0,TETRArcAKO16_8,184_467_7,7425.0
TETRArcAKO16_9_1795,TETRArcAKO16,1795.0,TETRArcAKO16_9,205_1037_5,4625.0
TETRArcAKO16_10_1795,TETRArcAKO16,1795.0,TETRArcAKO16_10,212_309_7,8389.0
TETRArcAKO16_11_1795,TETRArcAKO16,1795.0,TETRArcAKO16_11,225_699_7,8739.0
TETRArcAKO16_12_1795,TETRArcAKO16,1795.0,TETRArcAKO16_12,260_622_7,8892.0
TETRArcAKO16_13_1795,TETRArcAKO16,1795.0,TETRArcAKO16_13,288_627_7,8900.0
TETRArcAKO16_14_1795,TETRArcAKO16,1795.0,TETRArcAKO16_14,288_317_5,4521.0
TETRArcAKO16_15_1795,TETRArcAKO16,1795.0,TETRArcAKO16_15,295_365_6,6105.0
TETRArcAKO16_16_1795,TETRArcAKO16,1795.0,TETRArcAKO16_16,343_961_5,4578.0
TETRArcAKO16_17_1795,TETRArcAKO16,1795.0,TETRArcAKO16_17,349_248_6,7280.0
TETRArcAKO16_18_1795,TETRArcAKO16,1795.0,TETRArcAKO16_18,358_514_6,6188.0
TETRArcAKO16_19_1795,TETRArcAKO16,1795.0,TETRArcAKO16_19,375_968_6,6200.0
TETRArcAKO16_20_1795,TETRArcAKO16,1795.0,TETRArcAKO16_20,376_151_7,7459.0
TETRArcAKO16_21_1795,TETRArcAKO16,1795.0,TETRArcAKO16_21,447_540_6,6156.0
TETRArcAKO16_22_1795,TETRArcAKO16,1795.0,TETRArcAKO16_22,448_500_5,4466.0
TETRArcAKO16_23_1795,TETRArcAKO16,1795.0,TETRArcAKO16_23,495_916_7,7526.0
TETRArcAKO16_24_1795,TETRArcAKO16,1795.0,TETRArcAKO16_24,497_256_6,5578.0
TETRArcAKO16_25_1795,TETRArcAKO16,1795.0,TETRArcAKO16_25,511_557_7,8814.0
TETRArcAKO16_26_1795,TETRArcAKO16,1795.0,TETRArcAKO16_26,516_994_7,8839.0
TETRArcAKO16_27_1795,TETRArcAKO16,1795.0,TETRArcAKO16_27,534_683_8,12216.0
TETRArcAKO16_28_1795,TETRArcAKO16,1795.0,TETRArcAKO16_28,582_417_7,6632.0
TETRArcAKO16_29_1795,TETRArcAKO16,1795.0,TETRArcAKO16_29,671_659_7,8051.0
TETRArcAKO16_30_1795,TETRArcAKO16,1795.0,TETRArcAKO16_30,747_418_7,6533.0
TETRArcAKO16_31_1795,TETRArcAKO16,1795.0,TETRArcAKO16_31,801_159_5,4552.0
TETRArcAKO16_32_1795,TETRArcAKO16,1795.0,TETRArcAKO16_32,880_863_8,10958.0
TETRArcAKO16_33_1795,TETRArcAKO16,1795.0,TETRArcAKO16_33,884_259_6,6172.0
TETRArcAKO16_34_1795,TETRArcAKO16,1795.0,TETRArcAKO16_34,972_570_6,6177.0
TETRArcAKO16_35_1795,TETRArcAKO16,1795.0,TETRArcAKO16_35,1036_861_6,6693.0
TETRArcAKO16_0_2670,TETRArcAKO16,2670.0,TETRArcAKO16_0,37_462_6,6226.0
TETRArcAKO16_1_2670,TETRArcAKO16,2670.0,TETRArcAKO16_1,69_1089_14,27300.0
TETRArcAKO16_2_2670,TETRArcAKO16,2670.0,TETRArcAKO16_2,114_680_8,9542.0
TETRArcAKO16_3_2670,TETRArcAKO16,2670.0,TETRArcAKO16_3,117_371_6,6916.0
TETRArcAKO16_4_2670,TETRArcAKO16,2670.0,TETRArcAKO16_4,153_682_7,9732.0
TETRArcAKO16_5_2670,TETRArcAKO16,2670.0,TETRArcAKO16_5,175_742_8,12129.0
TETRArcAKO16_6_2670,TETRArcAKO16,2670.0,TETRArcAKO16_6,178_982_6,7548.0
TETRArcAKO16_7_2670,TETRArcAKO16,2670.0,TETRArcAKO16_7,185_704_8,13211.0
TETRArcAKO16_8_2670,TETRArcAKO16,2670.0,TETRArcAKO16_8,184_467_7,8172.0
TETRArcAKO16_9_2670,TETRArcAKO16,2670.0,TETRArcAKO16_9,205_1037_5,5125.0
TETRArcAKO16_10_2670,TETRArcAKO16,2670.0,TETRArcAKO16_10,212_309_7,9618.0
TETRArcAKO16_11_2670,TETRArcAKO16,2670.0,TETRArcAKO16_11,225_699_7,9629.0
TETRArcAKO16_12_2670,TETRArcAKO16,2670.0,TETRArcAKO16_12,260_622_7,9783.0
TETRArcAKO16_13_2670,TETRArcAKO16,2670.0,TETRArcAKO16_13,288_627_7,9783.0
TETRArcAKO16_14_2670,TETRArcAKO16,2670.0,TETRArcAKO16_14,288_317_5,5068.0
TETRArcAKO16_15_2670,TETRArcAKO16,2670.0,TETRArcAKO16_15,295_365_6,6865.0
TETRArcAKO16_16_2670,TETRArcAKO16,2670.0,TETRArcAKO16_16,343_961_5,5057.0
TETRArcAKO16_17_2670,TETRArcAKO16,2670.0,TETRArcAKO16_17,349_248_6,7325.0
TETRArcAKO16_18_2670,TETRArcAKO16,2670.0,TETRArcAKO16_18,358_514_6,6918.0
TETRArcAKO16_19_2670,TETRArcAKO16,2670.0,TETRArcAKO16_19,375_968_6,6847.0
TETRArcAKO16_20_2670,TETRArcAKO16,2670.0,TETRArcAKO16_20,376_151_7,8212.0
TETRArcAKO16_21_2670,TETRArcAKO16,2670.0,TETRArcAKO16_21,447_540_6,6870.0
TETRArcAKO16_22_2670,TETRArcAKO16,2670.0,TETRArcAKO16_22,448_500_5,5019.0
TETRArcAKO16_23_2670,TETRArcAKO16,2670.0,TETRArcAKO16_23,495_916_7,8310.0
TETRArcAKO16_24_2670,TETRArcAKO16,2670.0,TETRArcAKO16_24,497_256_6,6299.0
TETRArcAKO16_25_2670,TETRArcAKO16,2670.0,TETRArcAKO16_25,511_557_7,9770.0
TETRArcAKO16_26_2670,TETRArcAKO16,2670.0,TETRArcAKO16_26,516_994_7,9794.0
TETRArcAKO16_27_2670,TETRArcAKO16,2670.0,TETRArcAKO16_27,534_683_8,13176.0
TETRArcAKO16_28_2670,TETRArcAKO16,2670.0,TETRArcAKO16_28,582_417_7,7501.0
TETRArcAKO16_29_2670,TETRArcAKO16,2670.0,TETRArcAKO16_29,671_659_7,9001.0
TETRArcAKO16_30_2670,TETRArcAKO16,2670.0,TETRArcAKO16_30,747_418_7,7464.0
TETRArcAKO16_31_2670,TETRArcAKO16,2670.0,TETRArcAKO16_31,801_159_5,5050.0
TETRArcAKO16_32_2670,TETRArcAKO16,2670.0,TETRArcAKO16_32,880_863_8,12123.0
TETRArcAKO16_33_2670,TETRArcAKO16,2670.0,TETRArcAKO16_33,884_259_6,6884.0
TETRArcAKO16_34_2670,TETRArcAKO16,2670.0,TETRArcAKO16_34,972_570_6,6919.0
TETRArcAKO16_35_2670,TETRArcAKO16,2670.0,TETRArcAKO16_35,1036_861_6,7518.0
TETRArcAKO16_0_598,TETRArcAKO16,598.0,TETRArcAKO16_0,37_462_6,4952.0
TETRArcAKO16_1_598,TETRArcAKO16,598.0,TETRArcAKO16_1,69_1089_14,26931.0
TETRArcAKO16_2_598,TETRArcAKO16,598.0,TETRArcAKO16_2,114_680_8,7982.0
TETRArcAKO16_3_598,TETRArcAKO16,598.0,TETRArcAKO16_3,117_371_6,5454.0
TETRArcAKO16_4_598,TETRArcAKO16,598.0,TETRArcAKO16_4,153_682_7,8439.0
TETRArcAKO16_5_598,TETRArcAKO16,598.0,TETRArcAKO16_5,175_742_8,10280.0
TETRArcAKO16_6_598,TETRArcAKO16,598.0,TETRArcAKO16_6,178_982_6,6050.0
TETRArcAKO16_7_598,TETRArcAKO16,598.0,TETRArcAKO16_7,185_704_8,11826.0
TETRArcAKO16_8_598,TETRArcAKO16,598.0,TETRArcAKO16_8,184_467_7,6863.0
TETRArcAKO16_9_598,TETRArcAKO16,598.0,TETRArcAKO16_9,205_1037_5,4021.0
TETRArcAKO16_10_598,TETRArcAKO16,598.0,TETRArcAKO16_10,212_309_7,7676.0
TETRArcAKO16_11_598,TETRArcAKO16,598.0,TETRArcAKO16_11,225_699_7,7841.0
TETRArcAKO16_12_598,TETRArcAKO16,598.0,TETRArcAKO16_12,260_622_7,8023.0
TETRArcAKO16_13_598,TETRArcAKO16,598.0,TETRArcAKO16_13,288_627_7,7957.0
TETRArcAKO16_14_598,TETRArcAKO16,598.0,TETRArcAKO16_14,288_317_5,4021.0
TETRArcAKO16_15_598,TETRArcAKO16,598.0,TETRArcAKO16_15,295_365_6,5347.0
TETRArcAKO16_16_598,TETRArcAKO16,598.0,TETRArcAKO16_16,343_961_5,4043.0
TETRArcAKO16_17_598,TETRArcAKO16,598.0,TETRArcAKO16_17,349_248_6,7222.0
TETRArcAKO16_18_598,TETRArcAKO16,598.0,TETRArcAKO16_18,358_514_6,5453.0
TETRArcAKO16_19_598,TETRArcAKO16,598.0,TETRArcAKO16_19,375_968_6,5585.0
TETRArcAKO16_20_598,TETRArcAKO16,598.0,TETRArcAKO16_20,376_151_7,6821.0
TETRArcAKO16_21_598,TETRArcAKO16,598.0,TETRArcAKO16_21,447_540_6,5513.0
TETRArcAKO16_22_598,TETRArcAKO16,598.0,TETRArcAKO16_22,448_500_5,3980.0
TETRArcAKO16_23_598,TETRArcAKO16,598.0,TETRArcAKO16_23,495_916_7,6700.0
TETRArcAKO16_24_598,TETRArcAKO16,598.0,TETRArcAKO16_24,497_256_6,4963.0
TETRArcAKO16_25_598,TETRArcAKO16,598.0,TETRArcAKO16_25,511_557_7,8043.0
TETRArcAKO16_26_598,TETRArcAKO16,598.0,TETRArcAKO16_26,516_994_7,8065.0
TETRArcAKO16_27_598,TETRArcAKO16,598.0,TETRArcAKO16_27,534_683_8,11466.0
TETRArcAKO16_28_598,TETRArcAKO16,598.0,TETRArcAKO16_28,582_417_7,5916.0
TETRArcAKO16_29_598,TETRArcAKO16,598.0,TETRArcAKO16_29,671_659_7,7197.0
TETRArcAKO16_30_598,TETRArcAKO16,598.0,TETRArcAKO16_30,747_418_7,5895.0
TETRArcAKO16_31_598,TETRArcAKO16,598.0,TETRArcAKO16_31,801_159_5,4231.0
TETRArcAKO16_32_598,TETRArcAKO16,598.0,TETRArcAKO16_32,880_863_8,9829.0
TETRArcAKO16_33_598,TETRArcAKO16,598.0,TETRArcAKO16_33,884_259_6,5607.0
TETRArcAKO16_34_598,TETRArcAKO16,598.0,TETRArcAKO16_34,972_570_6,5511.0
TETRArcAKO16_35_598,TETRArcAKO16,598.0,TETRArcAKO16_35,1036_861_6,6016.0
TETRArcAKO16_0_2072,TETRArcAKO16,2072.0,TETRArcAKO16_0,37_462_6,5779.0
TETRArcAKO16_1_2072,TETRArcAKO16,2072.0,TETRArcAKO16_1,69_1089_14,27277.0
TETRArcAKO16_2_2072,TETRArcAKO16,2072.0,TETRArcAKO16_2,114_680_8,8943.0
TETRArcAKO16_3_2072,TETRArcAKO16,2072.0,TETRArcAKO16_3,117_371_6,6411.0
TETRArcAKO16_4_2072,TETRArcAKO16,2072.0,TETRArcAKO16_4,153_682_7,9291.0
TETRArcAKO16_5_2072,TETRArcAKO16,2072.0,TETRArcAKO16_5,175_742_8,11483.0
TETRArcAKO16_6_2072,TETRArcAKO16,2072.0,TETRArcAKO16_6,178_982_6,7083.0
TETRArcAKO16_7_2072,TETRArcAKO16,2072.0,TETRArcAKO16_7,185_704_8,12665.0
TETRArcAKO16_8_2072,TETRArcAKO16,2072.0,TETRArcAKO16_8,184_467_7,7670.0
TETRArcAKO16_9_2072,TETRArcAKO16,2072.0,TETRArcAKO16_9,205_1037_5,4791.0
TETRArcAKO16_10_2072,TETRArcAKO16,2072.0,TETRArcAKO16_10,212_309_7,8680.0
TETRArcAKO16_11_2072,TETRArcAKO16,2072.0,TETRArcAKO16_11,225_699_7,9041.0
TETRArcAKO16_12_2072,TETRArcAKO16,2072.0,TETRArcAKO16_12,260_622_7,9187.0
TETRArcAKO16_13_2072,TETRArcAKO16,2072.0,TETRArcAKO16_13,288_627_7,9230.0
TETRArcAKO16_14_2072,TETRArcAKO16,2072.0,TETRArcAKO16_14,288_317_5,4675.0
TETRArcAKO16_15_2072,TETRArcAKO16,2072.0,TETRArcAKO16_15,295_365_6,6362.0
TETRArcAKO16_16_2072,TETRArcAKO16,2072.0,TETRArcAKO16_16,343_961_5,4713.0
TETRArcAKO16_17_2072,TETRArcAKO16,2072.0,TETRArcAKO16_17,349_248_6,7325.0
TETRArcAKO16_18_2072,TETRArcAKO16,2072.0,TETRArcAKO16_18,358_514_6,6459.0
TETRArcAKO16_19_2072,TETRArcAKO16,2072.0,TETRArcAKO16_19,375_968_6,6377.0
TETRArcAKO16_20_2072,TETRArcAKO16,2072.0,TETRArcAKO16_20,376_151_7,7695.0
TETRArcAKO16_21_2072,TETRArcAKO16,2072.0,TETRArcAKO16_21,447_540_6,6406.0
TETRArcAKO16_22_2072,TETRArcAKO16,2072.0,TETRArcAKO16_22,448_500_5,4651.0
TETRArcAKO16_23_2072,TETRArcAKO16,2072.0,TETRArcAKO16_23,495_916_7,7777.0
TETRArcAKO16_24_2072,TETRArcAKO16,2072.0,TETRArcAKO16_24,497_256_6,5794.0
TETRArcAKO16_25_2072,TETRArcAKO16,2072.0,TETRArcAKO16_25,511_557_7,9148.0
TETRArcAKO16_26_2072,TETRArcAKO16,2072.0,TETRArcAKO16_26,516_994_7,9113.0
TETRArcAKO16_27_2072,TETRArcAKO16,2072.0,TETRArcAKO16_27,534_683_8,12557.0
TETRArcAKO16_28_2072,TETRArcAKO16,2072.0,TETRArcAKO16_28,582_417_7,6913.0
TETRArcAKO16_29_2072,TETRArcAKO16,2072.0,TETRArcAKO16_29,671_659_7,8405.0
TETRArcAKO16_30_2072,TETRArcAKO16,2072.0,TETRArcAKO16_30,747_418_7,6812.0
TETRArcAKO16_31_2072,TETRArcAKO16,2072.0,TETRArcAKO16_31,801_159_5,4691.0
TETRArcAKO16_32_2072,TETRArcAKO16,2072.0,TETRArcAKO16_32,880_863_8,11381.0
TETRArcAKO16_33_2072,TETRArcAKO16,2072.0,TETRArcAKO16_33,884_259_6,6411.0
TETRArcAKO16_34_2072,TETRArcAKO16,2072.0,TETRArcAKO16_34,972_570_6,6424.0
TETRArcAKO16_35_2072,TETRArcAKO16,2072.0,TETRArcAKO16_35,1036_861_6,6970.0
TETRArcAKO16_0_1427,TETRArcAKO16,1427.0,TETRArcAKO16_0,37_462_6,5297.0
TETRArcAKO16_1_1427,TETRArcAKO16,1427.0,TETRArcAKO16_1,69_1089_14,27011.0
TETRArcAKO16_2_1427,TETRArcAKO16,1427.0,TETRArcAKO16_2,114_680_8,8330.0
