,Cell_type,Time,Spot,Spot_loc,Growth,Growth_normalized
TetRKO+Tet1_10_1204,TetRKO+Tet1,1204.0,TetRKO+Tet1_10,433_799_17,29504.0,625.0
TetRKO+Tet1_11_1204,TetRKO+Tet1,1204.0,TetRKO+Tet1_11,434_225_14,29326.0,2071.0
TetRKO+Tet1_12_1204,TetRKO+Tet1,1204.0,TetRKO+Tet1_12,441_431_11,21405.0,846.0
TetRKO+Tet1_13_1204,TetRKO+Tet1,1204.0,TetRKO+Tet1_13,587_335_13,29519.0,2833.0
TetRKO+Tet1_14_1204,TetRKO+Tet1,1204.0,TetRKO+Tet1_14,682_738_13,26565.0,1995.0
TetRKO+Tet1_15_1204,TetRKO+Tet1,1204.0,TetRKO+Tet1_15,719_408_14,37605.0,2698.0
TetRKO+Tet1_16_1204,TetRKO+Tet1,1204.0,TetRKO+Tet1_16,808_868_15,35327.0,2688.0
TetRKO+Tet1_17_1204,TetRKO+Tet1,1204.0,TetRKO+Tet1_17,834_496_15,36905.0,3365.0
TetRKO+Tet1_18_1204,TetRKO+Tet1,1204.0,TetRKO+Tet1_18,870_482_12,22800.0,1685.0
TetRKO+Tet1_19_1204,TetRKO+Tet1,1204.0,TetRKO+Tet1_19,905_130_13,26693.0,1640.0
TetRKO+Tet1_20_1204,TetRKO+Tet1,1204.0,TetRKO+Tet1_20,952_86_12,26127.0,1962.0
TetRKO+Tet1_21_1204,TetRKO+Tet1,1204.0,TetRKO+Tet1_21,992_719_14,34003.0,2559.0
TetRKO+Tet1_22_1204,TetRKO+Tet1,1204.0,TetRKO+Tet1_22,1035_82_13,31662.0,1641.0
TetRKO+Tet1_23_1204,TetRKO+Tet1,1204.0,TetRKO+Tet1_23,1083_15_21,60938.0,0.0
TetRKO+Tet1_24_1204,TetRKO+Tet1,1204.0,TetRKO+Tet1_24,1089_1087_15,29736.0,377.0
TetRKO+Tet1_0_741,TetRKO+Tet1,741.0,TetRKO+Tet1_0,21_1076_30,103829.0,0.0
TetRKO+Tet1_1_741,TetRKO+Tet1,741.0,TetRKO+Tet1_1,7_122_12,19301.0,0.0
TetRKO+Tet1_2_741,TetRKO+Tet1,741.0,TetRKO+Tet1_2,64_989_14,30945.0,0.0
TetRKO+Tet1_3_741,TetRKO+Tet1,741.0,TetRKO+Tet1_3,144_519_12,24023.0,0.0
TetRKO+Tet1_4_741,TetRKO+Tet1,741.0,TetRKO+Tet1_4,214_111_13,30273.0,0.0
TetRKO+Tet1_5_741,TetRKO+Tet1,741.0,TetRKO+Tet1_5,243_900_14,35307.0,188.0
TetRKO+Tet1_6_741,TetRKO+Tet1,741.0,TetRKO+Tet1_6,243_504_13,28474.0,0.0
TetRKO+Tet1_7_741,TetRKO+Tet1,741.0,TetRKO+Tet1_7,267_975_18,50393.0,510.0
TetRKO+Tet1_8_741,TetRKO+Tet1,741.0,TetRKO+Tet1_8,414_1005_18,63651.0,2157.0
TetRKO+Tet1_9_741,TetRKO+Tet1,741.0,TetRKO+Tet1_9,413_14_14,31566.0,0.0
TetRKO+Tet1_10_741,TetRKO+Tet1,741.0,TetRKO+Tet1_10,433_799_17,30697.0,1818.0
TetRKO+Tet1_11_741,TetRKO+Tet1,741.0,TetRKO+Tet1_11,434_225_14,26938.0,0.0
TetRKO+Tet1_12_741,TetRKO+Tet1,741.0,TetRKO+Tet1_12,441_431_11,20187.0,0.0
TetRKO+Tet1_13_741,TetRKO+Tet1,741.0,TetRKO+Tet1_13,587_335_13,26215.0,0.0
TetRKO+Tet1_14_741,TetRKO+Tet1,741.0,TetRKO+Tet1_14,682_738_13,24244.0,0.0
TetRKO+Tet1_15_741,TetRKO+Tet1,741.0,TetRKO+Tet1_15,719_408_14,34212.0,0.0
TetRKO+Tet1_16_741,TetRKO+Tet1,741.0,TetRKO+Tet1_16,808_868_15,32058.0,0.0
TetRKO+Tet1_17_741,TetRKO+Tet1,741.0,TetRKO+Tet1_17,834_496_15,32992.0,0.0
TetRKO+Tet1_18_741,TetRKO+Tet1,741.0,TetRKO+Tet1_18,870_482_12,20763.0,0.0
TetRKO+Tet1_19_741,TetRKO+Tet1,741.0,TetRKO+Tet1_19,905_130_13,24555.0,0.0
TetRKO+Tet1_20_741,TetRKO+Tet1,741.0,TetRKO+Tet1_20,952_86_12,23809.0,0.0
TetRKO+Tet1_21_741,TetRKO+Tet1,741.0,TetRKO+Tet1_21,992_719_14,30960.0,0.0
TetRKO+Tet1_22_741,TetRKO+Tet1,741.0,TetRKO+Tet1_22,1035_82_13,29885.0,0.0
TetRKO+Tet1_23_741,TetRKO+Tet1,741.0,TetRKO+Tet1_23,1083_15_21,63059.0,0.0
TetRKO+Tet1_24_741,TetRKO+Tet1,741.0,TetRKO+Tet1_24,1089_1087_15,30451.0,1092.0
TetRKO+Tet1_0_2686,TetRKO+Tet1,2686.0,TetRKO+Tet1_0,21_1076_30,103154.0,0.0
TetRKO+Tet1_1_2686,TetRKO+Tet1,2686.0,TetRKO+Tet1_1,7_122_12,29358.0,9949.0
TetRKO+Tet1_2_2686,TetRKO+Tet1,2686.0,TetRKO+Tet1_2,64_989_14,43645.0,12231.0
TetRKO+Tet1_3_2686,TetRKO+Tet1,2686.0,TetRKO+Tet1_3,144_519_12,33905.0,9588.0
TetRKO+Tet1_4_2686,TetRKO+Tet1,2686.0,TetRKO+Tet1_4,214_111_13,40732.0,9993.0
TetRKO+Tet1_5_2686,TetRKO+Tet1,2686.0,TetRKO+Tet1_5,243_900_14,47964.0,12845.0
TetRKO+Tet1_6_2686,TetRKO+Tet1,2686.0,TetRKO+Tet1_6,243_504_13,40019.0,11461.0
TetRKO+Tet1_7_2686,TetRKO+Tet1,2686.0,TetRKO+Tet1_7,267_975_18,63608.0,13725.0
TetRKO+Tet1_8_2686,TetRKO+Tet1,2686.0,TetRKO+Tet1_8,414_1005_18,80570.0,19076.0
TetRKO+Tet1_9_2686,TetRKO+Tet1,2686.0,TetRKO+Tet1_9,413_14_14,41705.0,9613.0
TetRKO+Tet1_10_2686,TetRKO+Tet1,2686.0,TetRKO+Tet1_10,433_799_17,28061.0,0.0
TetRKO+Tet1_11_2686,TetRKO+Tet1,2686.0,TetRKO+Tet1_11,434_225_14,37587.0,10332.0
TetRKO+Tet1_12_2686,TetRKO+Tet1,2686.0,TetRKO+Tet1_12,441_431_11,28808.0,8249.0
TetRKO+Tet1_13_2686,TetRKO+Tet1,2686.0,TetRKO+Tet1_13,587_335_13,37127.0,10441.0
TetRKO+Tet1_14_2686,TetRKO+Tet1,2686.0,TetRKO+Tet1_14,682_738_13,34749.0,10179.0
TetRKO+Tet1_15_2686,TetRKO+Tet1,2686.0,TetRKO+Tet1_15,719_408_14,48216.0,13309.0
TetRKO+Tet1_16_2686,TetRKO+Tet1,2686.0,TetRKO+Tet1_16,808_868_15,45714.0,13075.0
TetRKO+Tet1_17_2686,TetRKO+Tet1,2686.0,TetRKO+Tet1_17,834_496_15,46697.0,13157.0
TetRKO+Tet1_18_2686,TetRKO+Tet1,2686.0,TetRKO+Tet1_18,870_482_12,29568.0,8453.0
TetRKO+Tet1_19_2686,TetRKO+Tet1,2686.0,TetRKO+Tet1_19,905_130_13,33419.0,8366.0
TetRKO+Tet1_20_2686,TetRKO+Tet1,2686.0,TetRKO+Tet1_20,952_86_12,32061.0,7896.0
TetRKO+Tet1_21_2686,TetRKO+Tet1,2686.0,TetRKO+Tet1_21,992_719_14,44594.0,13150.0
TetRKO+Tet1_22_2686,TetRKO+Tet1,2686.0,TetRKO+Tet1_22,1035_82_13,39101.0,9080.0
TetRKO+Tet1_23_2686,TetRKO+Tet1,2686.0,TetRKO+Tet1_23,1083_15_21,53980.0,0.0
TetRKO+Tet1_24_2686,TetRKO+Tet1,2686.0,TetRKO+Tet1_24,1089_1087_15,29291.0,0.0
TetRKO+Tet1_0_2069,TetRKO+Tet1,2069.0,TetRKO+Tet1_0,21_1076_30,103322.0,0.0
TetRKO+Tet1_1_2069,TetRKO+Tet1,2069.0,TetRKO+Tet1_1,7_122_12,28140.0,8731.0
TetRKO+Tet1_2_2069,TetRKO+Tet1,2069.0,TetRKO+Tet1_2,64_989_14,42310.0,10896.0
TetRKO+Tet1_3_2069,TetRKO+Tet1,2069.0,TetRKO+Tet1_3,144_519_12,32786.0,8469.0
TetRKO+Tet1_4_2069,TetRKO+Tet1,2069.0,TetRKO+Tet1_4,214_111_13,39377.0,8638.0
TetRKO+Tet1_5_2069,TetRKO+Tet1,2069.0,TetRKO+Tet1_5,243_900_14,46181.0,11062.0
TetRKO+Tet1_6_2069,TetRKO+Tet1,2069.0,TetRKO+Tet1_6,243_504_13,38341.0,9783.0
TetRKO+Tet1_7_2069,TetRKO+Tet1,2069.0,TetRKO+Tet1_7,267_975_18,60329.0,10446.0
TetRKO+Tet1_8_2069,TetRKO+Tet1,2069.0,TetRKO+Tet1_8,414_1005_18,74051.0,12557.0
TetRKO+Tet1_9_2069,TetRKO+Tet1,2069.0,TetRKO+Tet1_9,413_14_14,40641.0,8549.0
TetRKO+Tet1_10_2069,TetRKO+Tet1,2069.0,TetRKO+Tet1_10,433_799_17,28749.0,0.0
TetRKO+Tet1_11_2069,TetRKO+Tet1,2069.0,TetRKO+Tet1_11,434_225_14,36110.0,8855.0
TetRKO+Tet1_12_2069,TetRKO+Tet1,2069.0,TetRKO+Tet1_12,441_431_11,27527.0,6968.0
TetRKO+Tet1_13_2069,TetRKO+Tet1,2069.0,TetRKO+Tet1_13,587_335_13,36473.0,9787.0
TetRKO+Tet1_14_2069,TetRKO+Tet1,2069.0,TetRKO+Tet1_14,682_738_13,33645.0,9075.0
TetRKO+Tet1_15_2069,TetRKO+Tet1,2069.0,TetRKO+Tet1_15,719_408_14,46837.0,11930.0
TetRKO+Tet1_16_2069,TetRKO+Tet1,2069.0,TetRKO+Tet1_16,808_868_15,44290.0,11651.0
TetRKO+Tet1_17_2069,TetRKO+Tet1,2069.0,TetRKO+Tet1_17,834_496_15,45693.0,12153.0
TetRKO+Tet1_18_2069,TetRKO+Tet1,2069.0,TetRKO+Tet1_18,870_482_12,29211.0,8096.0
TetRKO+Tet1_19_2069,TetRKO+Tet1,2069.0,TetRKO+Tet1_19,905_130_13,33001.0,7948.0
TetRKO+Tet1_20_2069,TetRKO+Tet1,2069.0,TetRKO+Tet1_20,952_86_12,31402.0,7237.0
TetRKO+Tet1_21_2069,TetRKO+Tet1,2069.0,TetRKO+Tet1_21,992_719_14,43894.0,12450.0
TetRKO+Tet1_22_2069,TetRKO+Tet1,2069.0,TetRKO+Tet1_22,1035_82_13,38248.0,8227.0
TetRKO+Tet1_23_2069,TetRKO+Tet1,2069.0,TetRKO+Tet1_23,1083_15_21,58613.0,0.0
TetRKO+Tet1_24_2069,TetRKO+Tet1,2069.0,TetRKO+Tet1_24,1089_1087_15,29521.0,162.0
TetRKO+Tet1_0_1945,TetRKO+Tet1,1945.0,TetRKO+Tet1_0,21_1076_30,103646.0,0.0
TetRKO+Tet1_1_1945,TetRKO+Tet1,1945.0,TetRKO+Tet1_1,7_122_12,27459.0,8050.0
TetRKO+Tet1_2_1945,TetRKO+Tet1,1945.0,TetRKO+Tet1_2,64_989_14,41876.0,10462.0
TetRKO+Tet1_3_1945,TetRKO+Tet1,1945.0,TetRKO+Tet1_3,144_519_12,31869.0,7552.0
TetRKO+Tet1_4_1945,TetRKO+Tet1,1945.0,TetRKO+Tet1_4,214_111_13,38437.0,7698.0
TetRKO+Tet1_5_1945,TetRKO+Tet1,1945.0,TetRKO+Tet1_5,243_900_14,45458.0,10339.0
TetRKO+Tet1_6_1945,TetRKO+Tet1,1945.0,TetRKO+Tet1_6,243_504_13,36946.0,8388.0
TetRKO+Tet1_7_1945,TetRKO+Tet1,1945.0,TetRKO+Tet1_7,267_975_18,59248.0,9365.0
TetRKO+Tet1_8_1945,TetRKO+Tet1,1945.0,TetRKO+Tet1_8,414_1005_18,72846.0,11352.0
TetRKO+Tet1_9_1945,TetRKO+Tet1,1945.0,TetRKO+Tet1_9,413_14_14,40164.0,8072.0
TetRKO+Tet1_10_1945,TetRKO+Tet1,1945.0,TetRKO+Tet1_10,433_799_17,28666.0,0.0
TetRKO+Tet1_11_1945,TetRKO+Tet1,1945.0,TetRKO+Tet1_11,434_225_14,35465.0,8210.0
TetRKO+Tet1_12_1945,TetRKO+Tet1,1945.0,TetRKO+Tet1_12,441_431_11,26933.0,6374.0
TetRKO+Tet1_13_1945,TetRKO+Tet1,1945.0,TetRKO+Tet1_13,587_335_13,35719.0,9033.0
TetRKO+Tet1_14_1945,TetRKO+Tet1,1945.0,TetRKO+Tet1_14,682_738_13,32609.0,8039.0
TetRKO+Tet1_15_1945,TetRKO+Tet1,1945.0,TetRKO+Tet1_15,719_408_14,46008.0,11101.0
TetRKO+Tet1_16_1945,TetRKO+Tet1,1945.0,TetRKO+Tet1_16,808_868_15,42982.0,10343.0
TetRKO+Tet1_17_1945,TetRKO+Tet1,1945.0,TetRKO+Tet1_17,834_496_15,45134.0,11594.0
TetRKO+Tet1_18_1945,TetRKO+Tet1,1945.0,TetRKO+Tet1_18,870_482_12,28511.0,7396.0
TetRKO+Tet1_19_1945,TetRKO+Tet1,1945.0,TetRKO+Tet1_19,905_130_13,32497.0,7444.0
TetRKO+Tet1_20_1945,TetRKO+Tet1,1945.0,TetRKO+Tet1_20,952_86_12,31108.0,6943.0
TetRKO+Tet1_21_1945,TetRKO+Tet1,1945.0,TetRKO+Tet1_21,992_719_14,42528.0,11084.0
TetRKO+Tet1_22_1945,TetRKO+Tet1,1945.0,TetRKO+Tet1_22,1035_82_13,37676.0,7655.0
TetRKO+Tet1_23_1945,TetRKO+Tet1,1945.0,TetRKO+Tet1_23,1083_15_21,59031.0,0.0
TetRKO+Tet1_24_1945,TetRKO+Tet1,1945.0,TetRKO+Tet1_24,1089_1087_15,29484.0,125.0
TetRKO+Tet1_0_1575,TetRKO+Tet1,1575.0,TetRKO+Tet1_0,21_1076_30,104824.0,253.0
TetRKO+Tet1_1_1575,TetRKO+Tet1,1575.0,TetRKO+Tet1_1,7_122_12,24752.0,5343.0
TetRKO+Tet1_2_1575,TetRKO+Tet1,1575.0,TetRKO+Tet1_2,64_989_14,38334.0,6920.0
TetRKO+Tet1_3_1575,TetRKO+Tet1,1575.0,TetRKO+Tet1_3,144_519_12,29195.0,4878.0
TetRKO+Tet1_4_1575,TetRKO+Tet1,1575.0,TetRKO+Tet1_4,214_111_13,35951.0,5212.0
TetRKO+Tet1_5_1575,TetRKO+Tet1,1575.0,TetRKO+Tet1_5,243_900_14,41225.0,6106.0
TetRKO+Tet1_6_1575,TetRKO+Tet1,1575.0,TetRKO+Tet1_6,243_504_13,34089.0,5531.0
TetRKO+Tet1_7_1575,TetRKO+Tet1,1575.0,TetRKO+Tet1_7,267_975_18,55320.0,5437.0
TetRKO+Tet1_8_1575,TetRKO+Tet1,1575.0,TetRKO+Tet1_8,414_1005_18,68273.0,6779.0
TetRKO+Tet1_9_1575,TetRKO+Tet1,1575.0,TetRKO+Tet1_9,413_14_14,37097.0,5005.0
TetRKO+Tet1_10_1575,TetRKO+Tet1,1575.0,TetRKO+Tet1_10,433_799_17,28036.0,0.0
TetRKO+Tet1_11_1575,TetRKO+Tet1,1575.0,TetRKO+Tet1_11,434_225_14,32667.0,5412.0
TetRKO+Tet1_12_1575,TetRKO+Tet1,1575.0,TetRKO+Tet1_12,441_431_11,24423.0,3864.0
TetRKO+Tet1_13_1575,TetRKO+Tet1,1575.0,TetRKO+Tet1_13,587_335_13,32930.0,6244.0
TetRKO+Tet1_14_1575,TetRKO+Tet1,1575.0,TetRKO+Tet1_14,682_738_13,29088.0,4518.0
TetRKO+Tet1_15_1575,TetRKO+Tet1,1575.0,TetRKO+Tet1_15,719_408_14,41855.0,6948.0
TetRKO+Tet1_16_1575,TetRKO+Tet1,1575.0,TetRKO+Tet1_16,808_868_15,39696.0,7057.0
TetRKO+Tet1_17_1575,TetRKO+Tet1,1575.0,TetRKO+Tet1_17,834_496_15,41377.0,7837.0
TetRKO+Tet1_18_1575,TetRKO+Tet1,1575.0,TetRKO+Tet1_18,870_482_12,26181.0,5066.0
TetRKO+Tet1_19_1575,TetRKO+Tet1,1575.0,TetRKO+Tet1_19,905_130_13,29838.0,4785.0
TetRKO+Tet1_20_1575,TetRKO+Tet1,1575.0,TetRKO+Tet1_20,952_86_12,28683.0,4518.0
TetRKO+Tet1_21_1575,TetRKO+Tet1,1575.0,TetRKO+Tet1_21,992_719_14,38263.0,6819.0
TetRKO+Tet1_22_1575,TetRKO+Tet1,1575.0,TetRKO+Tet1_22,1035_82_13,34426.0,4405.0
TetRKO+Tet1_23_1575,TetRKO+Tet1,1575.0,TetRKO+Tet1_23,1083_15_21,59816.0,0.0
TetRKO+Tet1_24_1575,TetRKO+Tet1,1575.0,TetRKO+Tet1_24,1089_1087_15,29205.0,0.0
TetRKO+Tet1_0_30,TetRKO+Tet1,30.0,TetRKO+Tet1_0,21_1076_30,103392.0,0.0
TetRKO+Tet1_1_30,TetRKO+Tet1,30.0,TetRKO+Tet1_1,7_122_12,19236.0,0.0
TetRKO+Tet1_2_30,TetRKO+Tet1,30.0,TetRKO+Tet1_2,64_989_14,31027.0,0.0
TetRKO+Tet1_3_30,TetRKO+Tet1,30.0,TetRKO+Tet1_3,144_519_12,24067.0,0.0
TetRKO+Tet1_4_30,TetRKO+Tet1,30.0,TetRKO+Tet1_4,214_111_13,30394.0,0.0
TetRKO+Tet1_5_30,TetRKO+Tet1,30.0,TetRKO+Tet1_5,243_900_14,34816.0,0.0
TetRKO+Tet1_6_30,TetRKO+Tet1,30.0,TetRKO+Tet1_6,243_504_13,28300.0,0.0
TetRKO+Tet1_7_30,TetRKO+Tet1,30.0,TetRKO+Tet1_7,267_975_18,49480.0,0.0
TetRKO+Tet1_8_30,TetRKO+Tet1,30.0,TetRKO+Tet1_8,414_1005_18,61442.0,0.0
TetRKO+Tet1_9_30,TetRKO+Tet1,30.0,TetRKO+Tet1_9,413_14_14,31779.0,0.0
TetRKO+Tet1_10_30,TetRKO+Tet1,30.0,TetRKO+Tet1_10,433_799_17,29167.0,288.0
TetRKO+Tet1_11_30,TetRKO+Tet1,30.0,TetRKO+Tet1_11,434_225_14,26972.0,0.0
TetRKO+Tet1_12_30,TetRKO+Tet1,30.0,TetRKO+Tet1_12,441_431_11,20353.0,0.0
TetRKO+Tet1_13_30,TetRKO+Tet1,30.0,TetRKO+Tet1_13,587_335_13,26402.0,0.0
TetRKO+Tet1_14_30,TetRKO+Tet1,30.0,TetRKO+Tet1_14,682_738_13,24359.0,0.0
TetRKO+Tet1_15_30,TetRKO+Tet1,30.0,TetRKO+Tet1_15,719_408_14,34497.0,0.0
TetRKO+Tet1_16_30,TetRKO+Tet1,30.0,TetRKO+Tet1_16,808_868_15,32245.0,0.0
TetRKO+Tet1_17_30,TetRKO+Tet1,30.0,TetRKO+Tet1_17,834_496_15,33098.0,0.0
TetRKO+Tet1_18_30,TetRKO+Tet1,30.0,TetRKO+Tet1_18,870_482_12,20821.0,0.0
TetRKO+Tet1_19_30,TetRKO+Tet1,30.0,TetRKO+Tet1_19,905_130_13,24673.0,0.0
TetRKO+Tet1_20_30,TetRKO+Tet1,30.0,TetRKO+Tet1_20,952_86_12,23840.0,0.0
TetRKO+Tet1_21_30,TetRKO+Tet1,30.0,TetRKO+Tet1_21,992_719_14,31064.0,0.0
TetRKO+Tet1_22_30,TetRKO+Tet1,30.0,TetRKO+Tet1_22,1035_82_13,29575.0,0.0
TetRKO+Tet1_23_30,TetRKO+Tet1,30.0,TetRKO+Tet1_23,1083_15_21,63746.0,0.0
TetRKO+Tet1_24_30,TetRKO+Tet1,30.0,TetRKO+Tet1_24,1089_1087_15,29211.0,0.0
TetRKO+Tet1_0_1544,TetRKO+Tet1,1544.0,TetRKO+Tet1_0,21_1076_30,104734.0,163.0
TetRKO+Tet1_1_1544,TetRKO+Tet1,1544.0,TetRKO+Tet1_1,7_122_12,24552.0,5143.0
TetRKO+Tet1_2_1544,TetRKO+Tet1,1544.0,TetRKO+Tet1_2,64_989_14,37972.0,6558.0
TetRKO+Tet1_3_1544,TetRKO+Tet1,1544.0,TetRKO+Tet1_3,144_519_12,28913.0,4596.0
TetRKO+Tet1_4_1544,TetRKO+Tet1,1544.0,TetRKO+Tet1_4,214_111_13,35854.0,5115.0
TetRKO+Tet1_5_1544,TetRKO+Tet1,1544.0,TetRKO+Tet1_5,243_900_14,40689.0,5570.0
TetRKO+Tet1_6_1544,TetRKO+Tet1,1544.0,TetRKO+Tet1_6,243_504_13,33729.0,5171.0
TetRKO+Tet1_7_1544,TetRKO+Tet1,1544.0,TetRKO+Tet1_7,267_975_18,54896.0,5013.0
TetRKO+Tet1_8_1544,TetRKO+Tet1,1544.0,TetRKO+Tet1_8,414_1005_18,67752.0,6258.0
TetRKO+Tet1_9_1544,TetRKO+Tet1,1544.0,TetRKO+Tet1_9,413_14_14,36771.0,4679.0
TetRKO+Tet1_10_1544,TetRKO+Tet1,1544.0,TetRKO+Tet1_10,433_799_17,27948.0,0.0
TetRKO+Tet1_11_1544,TetRKO+Tet1,1544.0,TetRKO+Tet1_11,434_225_14,32403.0,5148.0
TetRKO+Tet1_12_1544,TetRKO+Tet1,1544.0,TetRKO+Tet1_12,441_431_11,24299.0,3740.0
TetRKO+Tet1_13_1544,TetRKO+Tet1,1544.0,TetRKO+Tet1_13,587_335_13,32626.0,5940.0
TetRKO+Tet1_14_1544,TetRKO+Tet1,1544.0,TetRKO+Tet1_14,682_738_13,28807.0,4237.0
TetRKO+Tet1_15_1544,TetRKO+Tet1,1544.0,TetRKO+Tet1_15,719_408_14,41346.0,6439.0
TetRKO+Tet1_16_1544,TetRKO+Tet1,1544.0,TetRKO+Tet1_16,808_868_15,39395.0,6756.0
TetRKO+Tet1_17_1544,TetRKO+Tet1,1544.0,TetRKO+Tet1_17,834_496_15,40990.0,7450.0
TetRKO+Tet1_18_1544,TetRKO+Tet1,1544.0,TetRKO+Tet1_18,870_482_12,25984.0,4869.0
TetRKO+Tet1_19_1544,TetRKO+Tet1,1544.0,TetRKO+Tet1_19,905_130_13,29547.0,4494.0
TetRKO+Tet1_20_1544,TetRKO+Tet1,1544.0,TetRKO+Tet1_20,952_86_12,28369.0,4204.0
TetRKO+Tet1_21_1544,TetRKO+Tet1,1544.0,TetRKO+Tet1_21,992_719_14,37866.0,6422.0
TetRKO+Tet1_22_1544,TetRKO+Tet1,1544.0,TetRKO+Tet1_22,1035_82_13,34011.0,3990.0
TetRKO+Tet1_23_1544,TetRKO+Tet1,1544.0,TetRKO+Tet1_23,1083_15_21,59994.0,0.0
TetRKO+Tet1_24_1544,TetRKO+Tet1,1544.0,TetRKO+Tet1_24,1089_1087_15,29163.0,0.0
TetRKO+Tet1_0_2717,TetRKO+Tet1,2717.0,TetRKO+Tet1_0,21_1076_30,103283.0,0.0
TetRKO+Tet1_1_2717,TetRKO+Tet1,2717.0,TetRKO+Tet1_1,7_122_12,29429.0,10020.0
TetRKO+Tet1_2_2717,TetRKO+Tet1,2717.0,TetRKO+Tet1_2,64_989_14,43746.0,12332.0
TetRKO+Tet1_3_2717,TetRKO+Tet1,2717.0,TetRKO+Tet1_3,144_519_12,33865.0,9548.0
TetRKO+Tet1_4_2717,TetRKO+Tet1,2717.0,TetRKO+Tet1_4,214_111_13,40856.0,10117.0
TetRKO+Tet1_5_2717,TetRKO+Tet1,2717.0,TetRKO+Tet1_5,243_900_14,48089.0,12970.0
TetRKO+Tet1_6_2717,TetRKO+Tet1,2717.0,TetRKO+Tet1_6,243_504_13,39865.0,11307.0
TetRKO+Tet1_7_2717,TetRKO+Tet1,2717.0,TetRKO+Tet1_7,267_975_18,63816.0,13933.0
TetRKO+Tet1_8_2717,TetRKO+Tet1,2717.0,TetRKO+Tet1_8,414_1005_18,81127.0,19633.0
TetRKO+Tet1_9_2717,TetRKO+Tet1,2717.0,TetRKO+Tet1_9,413_14_14,41749.0,9657.0
TetRKO+Tet1_10_2717,TetRKO+Tet1,2717.0,TetRKO+Tet1_10,433_799_17,28199.0,0.0
TetRKO+Tet1_11_2717,TetRKO+Tet1,2717.0,TetRKO+Tet1_11,434_225_14,37681.0,10426.0
TetRKO+Tet1_12_2717,TetRKO+Tet1,2717.0,TetRKO+Tet1_12,441_431_11,28696.0,8137.0
TetRKO+Tet1_13_2717,TetRKO+Tet1,2717.0,TetRKO+Tet1_13,587_335_13,37168.0,10482.0
TetRKO+Tet1_14_2717,TetRKO+Tet1,2717.0,TetRKO+Tet1_14,682_738_13,34782.0,10212.0
TetRKO+Tet1_15_2717,TetRKO+Tet1,2717.0,TetRKO+Tet1_15,719_408_14,48085.0,13178.0
TetRKO+Tet1_16_2717,TetRKO+Tet1,2717.0,TetRKO+Tet1_16,808_868_15,45696.0,13057.0
TetRKO+Tet1_17_2717,TetRKO+Tet1,2717.0,TetRKO+Tet1_17,834_496_15,46477.0,12937.0
TetRKO+Tet1_18_2717,TetRKO+Tet1,2717.0,TetRKO+Tet1_18,870_482_12,29385.0,8270.0
TetRKO+Tet1_19_2717,TetRKO+Tet1,2717.0,TetRKO+Tet1_19,905_130_13,33565.0,8512.0
TetRKO+Tet1_20_2717,TetRKO+Tet1,2717.0,TetRKO+Tet1_20,952_86_12,32107.0,7942.0
TetRKO+Tet1_21_2717,TetRKO+Tet1,2717.0,TetRKO+Tet1_21,992_719_14,44627.0,13183.0
TetRKO+Tet1_22_2717,TetRKO+Tet1,2717.0,TetRKO+Tet1_22,1035_82_13,39132.0,9111.0
TetRKO+Tet1_23_2717,TetRKO+Tet1,2717.0,TetRKO+Tet1_23,1083_15_21,53747.0,0.0
TetRKO+Tet1_24_2717,TetRKO+Tet1,2717.0,TetRKO+Tet1_24,1089_1087_15,29267.0,0.0
TetRKO+Tet1_0_834,TetRKO+Tet1,834.0,TetRKO+Tet1_0,21_1076_30,103829.0,0.0
TetRKO+Tet1_1_834,TetRKO+Tet1,834.0,TetRKO+Tet1_1,7_122_12,19574.0,165.0
TetRKO+Tet1_2_834,TetRKO+Tet1,834.0,TetRKO+Tet1_2,64_989_14,31244.0,0.0
TetRKO+Tet1_3_834,TetRKO+Tet1,834.0,TetRKO+Tet1_3,144_519_12,24082.0,0.0
TetRKO+Tet1_4_834,TetRKO+Tet1,834.0,TetRKO+Tet1_4,214_111_13,30462.0,0.0
TetRKO+Tet1_5_834,TetRKO+Tet1,834.0,TetRKO+Tet1_5,243_900_14,35659.0,540.0
TetRKO+Tet1_6_834,TetRKO+Tet1,834.0,TetRKO+Tet1_6,243_504_13,28818.0,260.0
TetRKO+Tet1_7_834,TetRKO+Tet1,834.0,TetRKO+Tet1_7,267_975_18,50745.0,862.0
TetRKO+Tet1_8_834,TetRKO+Tet1,834.0,TetRKO+Tet1_8,414_1005_18,64103.0,2609.0
TetRKO+Tet1_9_834,TetRKO+Tet1,834.0,TetRKO+Tet1_9,413_14_14,31825.0,0.0
TetRKO+Tet1_10_834,TetRKO+Tet1,834.0,TetRKO+Tet1_10,433_799_17,30684.0,1805.0
TetRKO+Tet1_11_834,TetRKO+Tet1,834.0,TetRKO+Tet1_11,434_225_14,27252.0,0.0
TetRKO+Tet1_12_834,TetRKO+Tet1,834.0,TetRKO+Tet1_12,441_431_11,20313.0,0.0
TetRKO+Tet1_13_834,TetRKO+Tet1,834.0,TetRKO+Tet1_13,587_335_13,26573.0,0.0
TetRKO+Tet1_14_834,TetRKO+Tet1,834.0,TetRKO+Tet1_14,682_738_13,24367.0,0.0
TetRKO+Tet1_15_834,TetRKO+Tet1,834.0,TetRKO+Tet1_15,719_408_14,34572.0,0.0
