,Cell_type,Time,Spot,Spot_loc,Growth,Growth_normalized
TetR+Tet_19_834,TetR+Tet,834.0,TetR+Tet_19,446_345_12,21938.0,112.0
TetR+Tet_20_834,TetR+Tet,834.0,TetR+Tet_20,446_74_12,20088.0,0.0
TetR+Tet_21_834,TetR+Tet,834.0,TetR+Tet_21,454_202_19,46159.0,0.0
TetR+Tet_22_834,TetR+Tet,834.0,TetR+Tet_22,468_259_12,24300.0,0.0
TetR+Tet_23_834,TetR+Tet,834.0,TetR+Tet_23,474_559_17,37826.0,0.0
TetR+Tet_24_834,TetR+Tet,834.0,TetR+Tet_24,483_407_13,24023.0,44.0
TetR+Tet_25_834,TetR+Tet,834.0,TetR+Tet_25,486_995_12,25748.0,0.0
TetR+Tet_26_834,TetR+Tet,834.0,TetR+Tet_26,496_165_13,29484.0,0.0
TetR+Tet_27_834,TetR+Tet,834.0,TetR+Tet_27,494_5_11,16082.0,0.0
TetR+Tet_28_834,TetR+Tet,834.0,TetR+Tet_28,498_677_10,14641.0,0.0
TetR+Tet_29_834,TetR+Tet,834.0,TetR+Tet_29,504_390_10,15080.0,14.0
TetR+Tet_30_834,TetR+Tet,834.0,TetR+Tet_30,517_1078_13,26486.0,121.0
TetR+Tet_31_834,TetR+Tet,834.0,TetR+Tet_31,540_837_14,26690.0,88.0
TetR+Tet_32_834,TetR+Tet,834.0,TetR+Tet_32,545_381_12,22761.0,0.0
TetR+Tet_33_834,TetR+Tet,834.0,TetR+Tet_33,574_237_11,19966.0,0.0
TetR+Tet_34_834,TetR+Tet,834.0,TetR+Tet_34,632_1048_13,27232.0,412.0
TetR+Tet_35_834,TetR+Tet,834.0,TetR+Tet_35,629_328_10,15726.0,0.0
TetR+Tet_36_834,TetR+Tet,834.0,TetR+Tet_36,652_261_13,24552.0,1980.0
TetR+Tet_37_834,TetR+Tet,834.0,TetR+Tet_37,668_49_13,24414.0,94.0
TetR+Tet_38_834,TetR+Tet,834.0,TetR+Tet_38,674_620_11,19207.0,0.0
TetR+Tet_39_834,TetR+Tet,834.0,TetR+Tet_39,710_288_12,20807.0,161.0
TetR+Tet_40_834,TetR+Tet,834.0,TetR+Tet_40,719_151_11,20341.0,109.0
TetR+Tet_41_834,TetR+Tet,834.0,TetR+Tet_41,731_979_10,16485.0,0.0
TetR+Tet_42_834,TetR+Tet,834.0,TetR+Tet_42,740_1087_19,41617.0,1004.0
TetR+Tet_43_834,TetR+Tet,834.0,TetR+Tet_43,737_132_11,21462.0,0.0
TetR+Tet_44_834,TetR+Tet,834.0,TetR+Tet_44,752_902_12,20412.0,137.0
TetR+Tet_45_834,TetR+Tet,834.0,TetR+Tet_45,774_226_10,16982.0,0.0
TetR+Tet_46_834,TetR+Tet,834.0,TetR+Tet_46,788_819_12,21204.0,0.0
TetR+Tet_47_834,TetR+Tet,834.0,TetR+Tet_47,810_664_12,21864.0,0.0
TetR+Tet_48_834,TetR+Tet,834.0,TetR+Tet_48,815_720_12,22246.0,0.0
TetR+Tet_49_834,TetR+Tet,834.0,TetR+Tet_49,832_583_18,39935.0,438.0
TetR+Tet_50_834,TetR+Tet,834.0,TetR+Tet_50,835_51_13,29515.0,62.0
TetR+Tet_51_834,TetR+Tet,834.0,TetR+Tet_51,837_976_12,18679.0,0.0
TetR+Tet_52_834,TetR+Tet,834.0,TetR+Tet_52,846_293_12,26275.0,249.0
TetR+Tet_53_834,TetR+Tet,834.0,TetR+Tet_53,869_1060_24,75512.0,1433.0
TetR+Tet_54_834,TetR+Tet,834.0,TetR+Tet_54,879_544_12,21514.0,0.0
TetR+Tet_55_834,TetR+Tet,834.0,TetR+Tet_55,890_176_12,23423.0,353.0
TetR+Tet_56_834,TetR+Tet,834.0,TetR+Tet_56,915_325_10,18869.0,0.0
TetR+Tet_57_834,TetR+Tet,834.0,TetR+Tet_57,931_366_12,20824.0,87.0
TetR+Tet_58_834,TetR+Tet,834.0,TetR+Tet_58,935_466_12,21698.0,77.0
TetR+Tet_59_834,TetR+Tet,834.0,TetR+Tet_59,942_687_11,16763.0,0.0
TetR+Tet_60_834,TetR+Tet,834.0,TetR+Tet_60,955_729_11,18726.0,76.0
TetR+Tet_61_834,TetR+Tet,834.0,TetR+Tet_61,960_112_12,23214.0,229.0
TetR+Tet_62_834,TetR+Tet,834.0,TetR+Tet_62,989_741_12,22115.0,332.0
TetR+Tet_63_834,TetR+Tet,834.0,TetR+Tet_63,1005_997_17,45576.0,1438.0
TetR+Tet_64_834,TetR+Tet,834.0,TetR+Tet_64,1019_957_21,56136.0,729.0
TetR+Tet_65_834,TetR+Tet,834.0,TetR+Tet_65,1053_850_17,46605.0,0.0
TetR+Tet_66_834,TetR+Tet,834.0,TetR+Tet_66,1058_894_13,24335.0,0.0
TetR+Tet_67_834,TetR+Tet,834.0,TetR+Tet_67,1082_225_11,24511.0,426.0
TetR+Tet_68_834,TetR+Tet,834.0,TetR+Tet_68,1090_882_15,33000.0,0.0
TetR+Tet_69_834,TetR+Tet,834.0,TetR+Tet_69,1093_532_12,20186.0,605.0
TetR+Tet_0_1852,TetR+Tet,1852.0,TetR+Tet_0,16_625_17,52110.0,7589.0
TetR+Tet_1_1852,TetR+Tet,1852.0,TetR+Tet_1,26_415_12,29800.0,5236.0
TetR+Tet_2_1852,TetR+Tet,1852.0,TetR+Tet_2,80_121_15,42857.0,5271.0
TetR+Tet_3_1852,TetR+Tet,1852.0,TetR+Tet_3,108_603_13,34578.0,5535.0
TetR+Tet_4_1852,TetR+Tet,1852.0,TetR+Tet_4,149_835_13,35925.0,5889.0
TetR+Tet_5_1852,TetR+Tet,1852.0,TetR+Tet_5,202_349_12,24613.0,3922.0
TetR+Tet_6_1852,TetR+Tet,1852.0,TetR+Tet_6,205_17_12,29229.0,4024.0
TetR+Tet_7_1852,TetR+Tet,1852.0,TetR+Tet_7,223_321_13,29386.0,4530.0
TetR+Tet_8_1852,TetR+Tet,1852.0,TetR+Tet_8,249_583_19,52054.0,8515.0
TetR+Tet_9_1852,TetR+Tet,1852.0,TetR+Tet_9,257_926_15,36559.0,5875.0
TetR+Tet_10_1852,TetR+Tet,1852.0,TetR+Tet_10,283_811_20,63486.0,8914.0
TetR+Tet_11_1852,TetR+Tet,1852.0,TetR+Tet_11,303_239_10,17733.0,2548.0
TetR+Tet_12_1852,TetR+Tet,1852.0,TetR+Tet_12,309_309_10,17286.0,2809.0
TetR+Tet_13_1852,TetR+Tet,1852.0,TetR+Tet_13,327_371_12,28033.0,4404.0
TetR+Tet_14_1852,TetR+Tet,1852.0,TetR+Tet_14,388_651_12,21523.0,3526.0
TetR+Tet_15_1852,TetR+Tet,1852.0,TetR+Tet_15,399_383_14,34752.0,5357.0
TetR+Tet_16_1852,TetR+Tet,1852.0,TetR+Tet_16,399_447_13,30459.0,3687.0
TetR+Tet_17_1852,TetR+Tet,1852.0,TetR+Tet_17,422_261_12,24203.0,3172.0
TetR+Tet_18_1852,TetR+Tet,1852.0,TetR+Tet_18,443_172_10,17338.0,0.0
TetR+Tet_19_1852,TetR+Tet,1852.0,TetR+Tet_19,446_345_12,25670.0,3844.0
TetR+Tet_20_1852,TetR+Tet,1852.0,TetR+Tet_20,446_74_12,23627.0,3464.0
TetR+Tet_21_1852,TetR+Tet,1852.0,TetR+Tet_21,454_202_19,50350.0,3760.0
TetR+Tet_22_1852,TetR+Tet,1852.0,TetR+Tet_22,468_259_12,27722.0,3357.0
TetR+Tet_23_1852,TetR+Tet,1852.0,TetR+Tet_23,474_559_17,43947.0,5570.0
TetR+Tet_24_1852,TetR+Tet,1852.0,TetR+Tet_24,483_407_13,27996.0,4017.0
TetR+Tet_25_1852,TetR+Tet,1852.0,TetR+Tet_25,486_995_12,30300.0,4505.0
TetR+Tet_26_1852,TetR+Tet,1852.0,TetR+Tet_26,496_165_13,33433.0,3808.0
TetR+Tet_27_1852,TetR+Tet,1852.0,TetR+Tet_27,494_5_11,18828.0,2719.0
TetR+Tet_28_1852,TetR+Tet,1852.0,TetR+Tet_28,498_677_10,17680.0,2692.0
TetR+Tet_29_1852,TetR+Tet,1852.0,TetR+Tet_29,504_390_10,17948.0,2882.0
TetR+Tet_30_1852,TetR+Tet,1852.0,TetR+Tet_30,517_1078_13,31920.0,5555.0
TetR+Tet_31_1852,TetR+Tet,1852.0,TetR+Tet_31,540_837_14,31843.0,5241.0
TetR+Tet_32_1852,TetR+Tet,1852.0,TetR+Tet_32,545_381_12,26312.0,3426.0
TetR+Tet_33_1852,TetR+Tet,1852.0,TetR+Tet_33,574_237_11,23471.0,3403.0
TetR+Tet_34_1852,TetR+Tet,1852.0,TetR+Tet_34,632_1048_13,32608.0,5788.0
TetR+Tet_35_1852,TetR+Tet,1852.0,TetR+Tet_35,629_328_10,19189.0,3361.0
TetR+Tet_36_1852,TetR+Tet,1852.0,TetR+Tet_36,652_261_13,24864.0,2292.0
TetR+Tet_37_1852,TetR+Tet,1852.0,TetR+Tet_37,668_49_13,28170.0,3850.0
TetR+Tet_38_1852,TetR+Tet,1852.0,TetR+Tet_38,674_620_11,22810.0,3447.0
TetR+Tet_39_1852,TetR+Tet,1852.0,TetR+Tet_39,710_288_12,24961.0,4315.0
TetR+Tet_40_1852,TetR+Tet,1852.0,TetR+Tet_40,719_151_11,23287.0,3055.0
TetR+Tet_41_1852,TetR+Tet,1852.0,TetR+Tet_41,731_979_10,20023.0,3229.0
TetR+Tet_42_1852,TetR+Tet,1852.0,TetR+Tet_42,740_1087_19,48528.0,7915.0
TetR+Tet_43_1852,TetR+Tet,1852.0,TetR+Tet_43,737_132_11,24899.0,3410.0
TetR+Tet_44_1852,TetR+Tet,1852.0,TetR+Tet_44,752_902_12,24165.0,3890.0
TetR+Tet_45_1852,TetR+Tet,1852.0,TetR+Tet_45,774_226_10,19967.0,2979.0
TetR+Tet_46_1852,TetR+Tet,1852.0,TetR+Tet_46,788_819_12,25867.0,3165.0
TetR+Tet_47_1852,TetR+Tet,1852.0,TetR+Tet_47,810_664_12,25157.0,3185.0
TetR+Tet_48_1852,TetR+Tet,1852.0,TetR+Tet_48,815_720_12,26256.0,3547.0
TetR+Tet_49_1852,TetR+Tet,1852.0,TetR+Tet_49,832_583_18,47065.0,7568.0
TetR+Tet_50_1852,TetR+Tet,1852.0,TetR+Tet_50,835_51_13,33507.0,4054.0
TetR+Tet_51_1852,TetR+Tet,1852.0,TetR+Tet_51,837_976_12,22272.0,3370.0
TetR+Tet_52_1852,TetR+Tet,1852.0,TetR+Tet_52,846_293_12,30260.0,4234.0
TetR+Tet_53_1852,TetR+Tet,1852.0,TetR+Tet_53,869_1060_24,82319.0,8240.0
TetR+Tet_54_1852,TetR+Tet,1852.0,TetR+Tet_54,879_544_12,25468.0,3835.0
TetR+Tet_55_1852,TetR+Tet,1852.0,TetR+Tet_55,890_176_12,27102.0,4032.0
TetR+Tet_56_1852,TetR+Tet,1852.0,TetR+Tet_56,915_325_10,22353.0,3354.0
TetR+Tet_57_1852,TetR+Tet,1852.0,TetR+Tet_57,931_366_12,24831.0,4094.0
TetR+Tet_58_1852,TetR+Tet,1852.0,TetR+Tet_58,935_466_12,25408.0,3787.0
TetR+Tet_59_1852,TetR+Tet,1852.0,TetR+Tet_59,942_687_11,19813.0,2904.0
TetR+Tet_60_1852,TetR+Tet,1852.0,TetR+Tet_60,955_729_11,22116.0,3466.0
TetR+Tet_61_1852,TetR+Tet,1852.0,TetR+Tet_61,960_112_12,26246.0,3261.0
TetR+Tet_62_1852,TetR+Tet,1852.0,TetR+Tet_62,989_741_12,25456.0,3673.0
TetR+Tet_63_1852,TetR+Tet,1852.0,TetR+Tet_63,1005_997_17,50643.0,6505.0
TetR+Tet_64_1852,TetR+Tet,1852.0,TetR+Tet_64,1019_957_21,60451.0,5044.0
TetR+Tet_65_1852,TetR+Tet,1852.0,TetR+Tet_65,1053_850_17,46565.0,0.0
TetR+Tet_66_1852,TetR+Tet,1852.0,TetR+Tet_66,1058_894_13,23702.0,0.0
TetR+Tet_67_1852,TetR+Tet,1852.0,TetR+Tet_67,1082_225_11,26909.0,2824.0
TetR+Tet_68_1852,TetR+Tet,1852.0,TetR+Tet_68,1090_882_15,32221.0,0.0
TetR+Tet_69_1852,TetR+Tet,1852.0,TetR+Tet_69,1093_532_12,23084.0,3503.0
TetR+Tet_0_2624,TetR+Tet,2624.0,TetR+Tet_0,16_625_17,55046.0,10525.0
TetR+Tet_1_2624,TetR+Tet,2624.0,TetR+Tet_1,26_415_12,31566.0,7002.0
TetR+Tet_2_2624,TetR+Tet,2624.0,TetR+Tet_2,80_121_15,46157.0,8571.0
TetR+Tet_3_2624,TetR+Tet,2624.0,TetR+Tet_3,108_603_13,36744.0,7701.0
TetR+Tet_4_2624,TetR+Tet,2624.0,TetR+Tet_4,149_835_13,38583.0,8547.0
TetR+Tet_5_2624,TetR+Tet,2624.0,TetR+Tet_5,202_349_12,26046.0,5355.0
TetR+Tet_6_2624,TetR+Tet,2624.0,TetR+Tet_6,205_17_12,31602.0,6397.0
TetR+Tet_7_2624,TetR+Tet,2624.0,TetR+Tet_7,223_321_13,30362.0,5506.0
TetR+Tet_8_2624,TetR+Tet,2624.0,TetR+Tet_8,249_583_19,54928.0,11389.0
TetR+Tet_9_2624,TetR+Tet,2624.0,TetR+Tet_9,257_926_15,39049.0,8365.0
TetR+Tet_10_2624,TetR+Tet,2624.0,TetR+Tet_10,283_811_20,67140.0,12568.0
TetR+Tet_11_2624,TetR+Tet,2624.0,TetR+Tet_11,303_239_10,18460.0,3275.0
TetR+Tet_12_2624,TetR+Tet,2624.0,TetR+Tet_12,309_309_10,18399.0,3922.0
TetR+Tet_13_2624,TetR+Tet,2624.0,TetR+Tet_13,327_371_12,29140.0,5511.0
TetR+Tet_14_2624,TetR+Tet,2624.0,TetR+Tet_14,388_651_12,22588.0,4591.0
TetR+Tet_15_2624,TetR+Tet,2624.0,TetR+Tet_15,399_383_14,35432.0,6037.0
TetR+Tet_16_2624,TetR+Tet,2624.0,TetR+Tet_16,399_447_13,32272.0,5500.0
TetR+Tet_17_2624,TetR+Tet,2624.0,TetR+Tet_17,422_261_12,25163.0,4132.0
TetR+Tet_18_2624,TetR+Tet,2624.0,TetR+Tet_18,443_172_10,17467.0,0.0
TetR+Tet_19_2624,TetR+Tet,2624.0,TetR+Tet_19,446_345_12,26530.0,4704.0
TetR+Tet_20_2624,TetR+Tet,2624.0,TetR+Tet_20,446_74_12,24603.0,4440.0
TetR+Tet_21_2624,TetR+Tet,2624.0,TetR+Tet_21,454_202_19,52411.0,5821.0
TetR+Tet_22_2624,TetR+Tet,2624.0,TetR+Tet_22,468_259_12,28681.0,4316.0
TetR+Tet_23_2624,TetR+Tet,2624.0,TetR+Tet_23,474_559_17,46027.0,7650.0
TetR+Tet_24_2624,TetR+Tet,2624.0,TetR+Tet_24,483_407_13,29082.0,5103.0
TetR+Tet_25_2624,TetR+Tet,2624.0,TetR+Tet_25,486_995_12,32642.0,6847.0
TetR+Tet_26_2624,TetR+Tet,2624.0,TetR+Tet_26,496_165_13,35075.0,5450.0
TetR+Tet_27_2624,TetR+Tet,2624.0,TetR+Tet_27,494_5_11,19328.0,3219.0
TetR+Tet_28_2624,TetR+Tet,2624.0,TetR+Tet_28,498_677_10,18727.0,3739.0
TetR+Tet_29_2624,TetR+Tet,2624.0,TetR+Tet_29,504_390_10,18445.0,3379.0
TetR+Tet_30_2624,TetR+Tet,2624.0,TetR+Tet_30,517_1078_13,34182.0,7817.0
TetR+Tet_31_2624,TetR+Tet,2624.0,TetR+Tet_31,540_837_14,33929.0,7327.0
TetR+Tet_32_2624,TetR+Tet,2624.0,TetR+Tet_32,545_381_12,27662.0,4776.0
TetR+Tet_33_2624,TetR+Tet,2624.0,TetR+Tet_33,574_237_11,24669.0,4601.0
TetR+Tet_34_2624,TetR+Tet,2624.0,TetR+Tet_34,632_1048_13,34469.0,7649.0
TetR+Tet_35_2624,TetR+Tet,2624.0,TetR+Tet_35,629_328_10,20064.0,4236.0
TetR+Tet_36_2624,TetR+Tet,2624.0,TetR+Tet_36,652_261_13,25077.0,2505.0
TetR+Tet_37_2624,TetR+Tet,2624.0,TetR+Tet_37,668_49_13,29766.0,5446.0
TetR+Tet_38_2624,TetR+Tet,2624.0,TetR+Tet_38,674_620_11,24703.0,5340.0
TetR+Tet_39_2624,TetR+Tet,2624.0,TetR+Tet_39,710_288_12,25914.0,5268.0
TetR+Tet_40_2624,TetR+Tet,2624.0,TetR+Tet_40,719_151_11,24256.0,4024.0
TetR+Tet_41_2624,TetR+Tet,2624.0,TetR+Tet_41,731_979_10,21392.0,4598.0
TetR+Tet_42_2624,TetR+Tet,2624.0,TetR+Tet_42,740_1087_19,49960.0,9347.0
TetR+Tet_43_2624,TetR+Tet,2624.0,TetR+Tet_43,737_132_11,25701.0,4212.0
TetR+Tet_44_2624,TetR+Tet,2624.0,TetR+Tet_44,752_902_12,26173.0,5898.0
TetR+Tet_45_2624,TetR+Tet,2624.0,TetR+Tet_45,774_226_10,21049.0,4061.0
TetR+Tet_46_2624,TetR+Tet,2624.0,TetR+Tet_46,788_819_12,27315.0,4613.0
TetR+Tet_47_2624,TetR+Tet,2624.0,TetR+Tet_47,810_664_12,26623.0,4651.0
TetR+Tet_48_2624,TetR+Tet,2624.0,TetR+Tet_48,815_720_12,28021.0,5312.0
TetR+Tet_49_2624,TetR+Tet,2624.0,TetR+Tet_49,832_583_18,49219.0,9722.0
TetR+Tet_50_2624,TetR+Tet,2624.0,TetR+Tet_50,835_51_13,35279.0,5826.0
TetR+Tet_51_2624,TetR+Tet,2624.0,TetR+Tet_51,837_976_12,23650.0,4748.0
TetR+Tet_52_2624,TetR+Tet,2624.0,TetR+Tet_52,846_293_12,31859.0,5833.0
TetR+Tet_53_2624,TetR+Tet,2624.0,TetR+Tet_53,869_1060_24,86626.0,12547.0
TetR+Tet_54_2624,TetR+Tet,2624.0,TetR+Tet_54,879_544_12,26847.0,5214.0
TetR+Tet_55_2624,TetR+Tet,2624.0,TetR+Tet_55,890_176_12,28469.0,5399.0
TetR+Tet_56_2624,TetR+Tet,2624.0,TetR+Tet_56,915_325_10,23300.0,4301.0
TetR+Tet_57_2624,TetR+Tet,2624.0,TetR+Tet_57,931_366_12,25837.0,5100.0
TetR+Tet_58_2624,TetR+Tet,2624.0,TetR+Tet_58,935_466_12,26453.0,4832.0
TetR+Tet_59_2624,TetR+Tet,2624.0,TetR+Tet_59,942_687_11,20858.0,3949.0
TetR+Tet_60_2624,TetR+Tet,2624.0,TetR+Tet_60,955_729_11,23487.0,4837.0
TetR+Tet_61_2624,TetR+Tet,2624.0,TetR+Tet_61,960_112_12,27580.0,4595.0
TetR+Tet_62_2624,TetR+Tet,2624.0,TetR+Tet_62,989_741_12,27015.0,5232.0
TetR+Tet_63_2624,TetR+Tet,2624.0,TetR+Tet_63,1005_997_17,53224.0,9086.0
TetR+Tet_64_2624,TetR+Tet,2624.0,TetR+Tet_64,1019_957_21,62384.0,6977.0
TetR+Tet_65_2624,TetR+Tet,2624.0,TetR+Tet_65,1053_850_17,46871.0,0.0
TetR+Tet_66_2624,TetR+Tet,2624.0,TetR+Tet_66,1058_894_13,23885.0,0.0
TetR+Tet_67_2624,TetR+Tet,2624.0,TetR+Tet_67,1082_225_11,28649.0,4564.0
TetR+Tet_68_2624,TetR+Tet,2624.0,TetR+Tet_68,1090_882_15,32620.0,0.0
TetR+Tet_69_2624,TetR+Tet,2624.0,TetR+Tet_69,1093_532_12,24385.0,4804.0
TetR+Tet_0_1729,TetR+Tet,1729.0,TetR+Tet_0,16_625_17,50891.0,6370.0
TetR+Tet_1_1729,TetR+Tet,1729.0,TetR+Tet_1,26_415_12,29270.0,4706.0
TetR+Tet_2_1729,TetR+Tet,1729.0,TetR+Tet_2,80_121_15,42171.0,4585.0
TetR+Tet_3_1729,TetR+Tet,1729.0,TetR+Tet_3,108_603_13,33910.0,4867.0
TetR+Tet_4_1729,TetR+Tet,1729.0,TetR+Tet_4,149_835_13,35358.0,5322.0
TetR+Tet_5_1729,TetR+Tet,1729.0,TetR+Tet_5,202_349_12,24052.0,3361.0
TetR+Tet_6_1729,TetR+Tet,1729.0,TetR+Tet_6,205_17_12,28776.0,3571.0
TetR+Tet_7_1729,TetR+Tet,1729.0,TetR+Tet_7,223_321_13,29111.0,4255.0
TetR+Tet_8_1729,TetR+Tet,1729.0,TetR+Tet_8,249_583_19,51355.0,7816.0
TetR+Tet_9_1729,TetR+Tet,1729.0,TetR+Tet_9,257_926_15,35921.0,5237.0
TetR+Tet_10_1729,TetR+Tet,1729.0,TetR+Tet_10,283_811_20,62996.0,8424.0
TetR+Tet_11_1729,TetR+Tet,1729.0,TetR+Tet_11,303_239_10,17395.0,2210.0
TetR+Tet_12_1729,TetR+Tet,1729.0,TetR+Tet_12,309_309_10,17098.0,2621.0
TetR+Tet_13_1729,TetR+Tet,1729.0,TetR+Tet_13,327_371_12,27788.0,4159.0
TetR+Tet_14_1729,TetR+Tet,1729.0,TetR+Tet_14,388_651_12,21102.0,3105.0
TetR+Tet_15_1729,TetR+Tet,1729.0,TetR+Tet_15,399_383_14,34621.0,5226.0
TetR+Tet_16_1729,TetR+Tet,1729.0,TetR+Tet_16,399_447_13,30245.0,3473.0
TetR+Tet_17_1729,TetR+Tet,1729.0,TetR+Tet_17,422_261_12,23782.0,2751.0
TetR+Tet_18_1729,TetR+Tet,1729.0,TetR+Tet_18,443_172_10,17350.0,0.0
TetR+Tet_19_1729,TetR+Tet,1729.0,TetR+Tet_19,446_345_12,25317.0,3491.0
TetR+Tet_20_1729,TetR+Tet,1729.0,TetR+Tet_20,446_74_12,23276.0,3113.0
TetR+Tet_21_1729,TetR+Tet,1729.0,TetR+Tet_21,454_202_19,49904.0,3314.0
TetR+Tet_22_1729,TetR+Tet,1729.0,TetR+Tet_22,468_259_12,27341.0,2976.0
TetR+Tet_23_1729,TetR+Tet,1729.0,TetR+Tet_23,474_559_17,43242.0,4865.0
TetR+Tet_24_1729,TetR+Tet,1729.0,TetR+Tet_24,483_407_13,27593.0,3614.0
TetR+Tet_25_1729,TetR+Tet,1729.0,TetR+Tet_25,486_995_12,29744.0,3949.0
TetR+Tet_26_1729,TetR+Tet,1729.0,TetR+Tet_26,496_165_13,33046.0,3421.0
TetR+Tet_27_1729,TetR+Tet,1729.0,TetR+Tet_27,494_5_11,18582.0,2473.0
TetR+Tet_28_1729,TetR+Tet,1729.0,TetR+Tet_28,498_677_10,17544.0,2556.0
TetR+Tet_29_1729,TetR+Tet,1729.0,TetR+Tet_29,504_390_10,17828.0,2762.0
TetR+Tet_30_1729,TetR+Tet,1729.0,TetR+Tet_30,517_1078_13,31160.0,4795.0
TetR+Tet_31_1729,TetR+Tet,1729.0,TetR+Tet_31,540_837_14,31356.0,4754.0
TetR+Tet_32_1729,TetR+Tet,1729.0,TetR+Tet_32,545_381_12,25881.0,2995.0
TetR+Tet_33_1729,TetR+Tet,1729.0,TetR+Tet_33,574_237_11,23203.0,3135.0
TetR+Tet_34_1729,TetR+Tet,1729.0,TetR+Tet_34,632_1048_13,32237.0,5417.0
TetR+Tet_35_1729,TetR+Tet,1729.0,TetR+Tet_35,629_328_10,18730.0,2902.0
TetR+Tet_36_1729,TetR+Tet,1729.0,TetR+Tet_36,652_261_13,24786.0,2214.0
TetR+Tet_37_1729,TetR+Tet,1729.0,TetR+Tet_37,668_49_13,27852.0,3532.0
TetR+Tet_38_1729,TetR+Tet,1729.0,TetR+Tet_38,674_620_11,22519.0,3156.0
TetR+Tet_39_1729,TetR+Tet,1729.0,TetR+Tet_39,710_288_12,24312.0,3666.0
TetR+Tet_40_1729,TetR+Tet,1729.0,TetR+Tet_40,719_151_11,23143.0,2911.0
TetR+Tet_41_1729,TetR+Tet,1729.0,TetR+Tet_41,731_979_10,19461.0,2667.0
TetR+Tet_42_1729,TetR+Tet,1729.0,TetR+Tet_42,740_1087_19,47954.0,7341.0
TetR+Tet_43_1729,TetR+Tet,1729.0,TetR+Tet_43,737_132_11,24685.0,3196.0
TetR+Tet_44_1729,TetR+Tet,1729.0,TetR+Tet_44,752_902_12,23746.0,3471.0
TetR+Tet_45_1729,TetR+Tet,1729.0,TetR+Tet_45,774_226_10,19639.0,2651.0
TetR+Tet_46_1729,TetR+Tet,1729.0,TetR+Tet_46,788_819_12,25452.0,2750.0
TetR+Tet_47_1729,TetR+Tet,1729.0,TetR+Tet_47,810_664_12,25015.0,3043.0
TetR+Tet_48_1729,TetR+Tet,1729.0,TetR+Tet_48,815_720_12,25798.0,3089.0
TetR+Tet_49_1729,TetR+Tet,1729.0,TetR+Tet_49,832_583_18,46357.0,6860.0
TetR+Tet_50_1729,TetR+Tet,1729.0,TetR+Tet_50,835_51_13,32980.0,3527.0
TetR+Tet_51_1729,TetR+Tet,1729.0,TetR+Tet_51,837_976_12,21936.0,3034.0
TetR+Tet_52_1729,TetR+Tet,1729.0,TetR+Tet_52,846_293_12,29896.0,3870.0
TetR+Tet_53_1729,TetR+Tet,1729.0,TetR+Tet_53,869_1060_24,81231.0,7152.0
TetR+Tet_54_1729,TetR+Tet,1729.0,TetR+Tet_54,879_544_12,25211.0,3578.0
TetR+Tet_55_1729,TetR+Tet,1729.0,TetR+Tet_55,890_176_12,26814.0,3744.0
TetR+Tet_56_1729,TetR+Tet,1729.0,TetR+Tet_56,915_325_10,21838.0,2839.0
TetR+Tet_57_1729,TetR+Tet,1729.0,TetR+Tet_57,931_366_12,24462.0,3725.0
TetR+Tet_58_1729,TetR+Tet,1729.0,TetR+Tet_58,935_466_12,24861.0,3240.0
TetR+Tet_59_1729,TetR+Tet,1729.0,TetR+Tet_59,942_687_11,19575.0,2666.0
TetR+Tet_60_1729,TetR+Tet,1729.0,TetR+Tet_60,955_729_11,21892.0,3242.0
TetR+Tet_61_1729,TetR+Tet,1729.0,TetR+Tet_61,960_112_12,25808.0,2823.0
TetR+Tet_62_1729,TetR+Tet,1729.0,TetR+Tet_62,989_741_12,25191.0,3408.0
TetR+Tet_63_1729,TetR+Tet,1729.0,TetR+Tet_63,1005_997_17,49762.0,5624.0
TetR+Tet_64_1729,TetR+Tet,1729.0,TetR+Tet_64,1019_957_21,59607.0,4200.0
TetR+Tet_65_1729,TetR+Tet,1729.0,TetR+Tet_65,1053_850_17,46647.0,0.0
TetR+Tet_66_1729,TetR+Tet,1729.0,TetR+Tet_66,1058_894_13,23773.0,0.0
TetR+Tet_67_1729,TetR+Tet,1729.0,TetR+Tet_67,1082_225_11,26471.0,2386.0
TetR+Tet_68_1729,TetR+Tet,1729.0,TetR+Tet_68,1090_882_15,32293.0,0.0
TetR+Tet_69_1729,TetR+Tet,1729.0,TetR+Tet_69,1093_532_12,22651.0,3070.0
TetR+Tet_0_2779,TetR+Tet,2779.0,TetR+Tet_0,16_625_17,55200.0,10679.0
TetR+Tet_1_2779,TetR+Tet,2779.0,TetR+Tet_1,26_415_12,31606.0,7042.0
TetR+Tet_2_2779,TetR+Tet,2779.0,TetR+Tet_2,80_121_15,46521.0,8935.0
TetR+Tet_3_2779,TetR+Tet,2779.0,TetR+Tet_3,108_603_13,36979.0,7936.0
TetR+Tet_4_2779,TetR+Tet,2779.0,TetR+Tet_4,149_835_13,38914.0,8878.0
TetR+Tet_5_2779,TetR+Tet,2779.0,TetR+Tet_5,202_349_12,26186.0,5495.0
TetR+Tet_6_2779,TetR+Tet,2779.0,TetR+Tet_6,205_17_12,31678.0,6473.0
TetR+Tet_7_2779,TetR+Tet,2779.0,TetR+Tet_7,223_321_13,30380.0,5524.0
TetR+Tet_8_2779,TetR+Tet,2779.0,TetR+Tet_8,249_583_19,55101.0,11562.0
